"Compound","Tanimoto_SC_ref0_AB","Tanimoto_SC_ref1_AB","Tversky_SC_ref0_AB","Tversky_SC_ref1_AB","Carbó_SC_ref0_AB","Carbó_SC_ref1_AB","Structure of SMILES [idcode]","SMILES"
"SC34","0.536386","0.564803","0.774975","0.820237","0.519584","0.604411","ff}pb@ANshHHcHhhdcEElieLsegPDESUMUEAJ@@","CC[C@@H](N)CC(=O)N1CCN(Cc2ccccc2Cl)C(=O)C1"
"SC35","0.52651","0.667901","0.779862","0.844627","0.526006","0.641855","fhiX@@@PPJSldRbrbRbcpSQfjijjiXJP@","CC[C@@H](N)CCn1cc(-c2nccn2C)nn1"
"SC36","0.56315","0.662255","0.860096","0.881774","0.55783","0.73687","f`aQ@@DF@drrj||mMPPQUDEH@","CC[C@@H](N)CCNC(=O)c1ccc(C)cc1"
"SC37","0.498508","0.563817","0.75226","0.750838","0.493956","0.613805","fleQ@@DA@dwJwZ{_IV\t@P@ETDOH@","CC[C@@H](N)c1ccc(-c2cccc(C(N)=O)c2)cc1"
"SC38","0.490638","0.603262","0.679082","0.777211","0.483786","0.569789","fbmIb@LTtfBO@BLddLrfVTRRWAJtFJuRuUUUU`tCHp@","C[C@H]1OC[C@H](N2Cc3cnn(S(C)(=O)=O)c3C2)C[C@@H]1N"
"SC39","0.531054","0.568113","0.77236","0.772711","0.55175","0.615518","fjci@@FBmzHLdTRfLRRTRVisQ`qSfjjjjjUikDIbT`@","Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](C)[C@@H](N)C1)C3"
"SC4","0.37963","0.490018","0.589178","0.741863","0.424681","0.539289","fewi@@BBmzHDf[]e]f^Uv\MZNQsZjjjjZ``JQBIr@@","CC(=O)[C@@H]1C[C@H](N2CCN(c3cc(C)nn3-c3ccccc3)CC2)CN1"
"SC40","0.454927","0.609009","0.669653","0.778637","0.472803","0.593668","fbmi@@BBmxHDf[]e]eV\MYNVjjjj@BaBIr@@","CC(=O)[C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1"
"SC41","0.46808","0.545822","0.750082","0.761559","0.496406","0.512019","fluP`@DJAEIfYUWUaRUkpVjjjBAbDXVd@","CC(=O)[C@@H]1C[C@H](C(=O)N2Cc3ccccc3C2)CN1"
"SC42","0.40458","0.506384","0.643916","0.681952","0.466106","0.500861","fluI@@BBehBSMnr{JlyhtTmUURp@THQNP@","CC(=O)[C@@H]1C[C@H](n2cc(-c3ccccc3)nn2)CN1"
"SC43","0.53624","0.576717","0.729911","0.759633","0.512002","0.520177","ffch`@DFbfhOYEEEDdddXcDaRtxmVjB`hZiXdBdh@","CC(=O)[C@H]1CN(C(=O)c2ccc(-n3cncn3)cc2)C[C@@H]1N"
"SC44","0.538624","0.590742","0.747341","0.799485","0.521217","0.524769","fj}i@@FBCDhLbbfbJTRVTRxIwleZjj`@jVIBDR@@","CC(=O)[C@H]1CN(Cc2ccc(-n3cncn3)cc2)C[C@@H]1N"
"SC45","0.496584","0.570903","0.737723","0.799084","0.487003","0.544254","fj}H@`FBlD@PfPsHEdLdTRfLRRRVdisQoAjjjj@JjCDIbT`@","C[C@H]1SC[C@H](N2Cc3cnc(C(F)(F)F)nc3C2)C[C@@H]1N"
"SC46","0.517638","0.678662","0.817847","0.885007","0.536242","0.627662","fhyqB@FB]X@QdbbTqbRRuNZL{uUUUUUKbDqJP@","Cc1nc2c(o1)CN([C@H]1CS[C@H](C)[C@@H](N)C1)C2"
"SC47","0.480521","0.622554","0.706908","0.835052","0.488538","0.601452","fjcI@@FR]DFRJISEQIIIZ\DZpXyKUUUU@ETEbDqAP@","C[C@H]1OCC[C@H](N2Cc3cnc(C4CC4)nc3C2)C[C@@H]1N"
"SC5","0.531849","0.675987","0.712799","0.845998","0.515258","0.698353","fbmIb@LTtfBO@BLddLrRVTRRWAJtFJuRuUUUU`tCHp@","C[C@H]1OC[C@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@@H]1N"
"SC6","0.554298","0.704933","0.807246","0.864277","0.537883","0.769282","fb}i@@FBmxHLdTRfLRRRRUNZL{r\uUUUKTmUbDqJP@","C[C@H]1OC[C@H](N2Cc3nn4cccnc4c3C2)C[C@@H]1N"
"SC7","0.492906","0.543588","0.688035","0.788908","0.508105","0.554838","fegh`@DJJvXGYEEECEDmEUDeLkAkt\vjhJAbZZTiFIq@@","CC(=O)[C@@H](N)[C@@H](C(=O)N(C)C)c1ccc(-c2ccc3ncnn3c2)cc1"
"SC8","0.522173","0.691398","0.76166","0.918386","0.523039","0.72662","fj}hC@JLxYHIADabPrJPqJYKJIJG`mFcfjZjjjjflVPUe@@","C[C@H]1CC[C@H](N2CCn3c(nnc3C(F)(F)F)C2)C[C@@H]1N"
"SC9","0.467739","0.488592","0.704026","0.712544","0.479877","0.498832","fj}H`@DLtX@\bbbbRRRabQEKSleZhJB`XBA@iI@@","CC(=O)[C@@H]1CN(C(=O)c2cnc3ccccc3n2)C[C@@H]1N"
"decoy_1","0.327868","0.375355","0.537957","0.617843","0.394853","0.446647","fewi@DDTeihJRdrsLkrzwoKUhyZN[UHMATTDAD@@@","O=C(Nc1ccccc1)c1cn(-c2ccccc2)n[n+]1C1CCNCC1"
"decoy_10","0.30638","0.41316","0.594581","0.898787","0.369167","0.431689","f`q@s@LDdhu`ADOCWadbbRQfTRYqwjjjZjj@@","O=C(CCSP1OCCO1)OP1OCCO1"
"decoy_100","0.31105","0.364541","0.570063","0.57941","0.344376","0.363566","fluP@@@ZrQQJJGYJIJcAJbd@@Hj@@@@@","c1ccc(CNCc2cccc3cccnc23)cc1"
"decoy_1000","0.311995","0.376322","0.598522","0.600699","0.362189","0.379206","fdeA`@@LcdbbTRrJbRYHR`qhJBJjjH@@","c1cc2c(cc1CC1CCOCC1)OCCCO2"
"decoy_1001","0.369993","0.422509","0.684087","0.728278","0.396324","0.442574","fj}q@@DDBAIeeU{Vuekt\eZ`P`@@@@DFP","O=C(N/N=C/c1ccc2cccnc2c1)c1ccccc1"
"decoy_1002","0.247291","0.351893","0.46853","0.638722","0.301518","0.367593","f`i``@D@ddsMK[iFFl{sUUMUUP@@","O=C1CC2(CCCC2)C(=O)N1C1CCCC1"
"decoy_1003","0.31234","0.365592","0.732415","0.762738","0.340531","0.359392","feoP`DLFATtiSLlknvkNtdHvgEzN]@@PDPPRU@LIH@","c1ccc([C@H]2c3ccccc3Oc3nc[n+](Cc4ccco4)cc32)cc1"
"decoy_1004","0.260273","0.361085","0.639139","0.755119","0.33361","0.410173","f`iqB@LDDX@PeLjrjkNFl{uUJuRmP@@","c1ccc2c(c1)=NC(SCc1ccon1)N=2"
"decoy_1005","0.427335","0.603416","0.592765","0.820021","0.433232","0.55246","fluPb@NN``@QddaRtRVRbUFZMEJuUUUUUTJH@","O=S1(=O)CC[C@H](N2CCC(CN3CCCC3)CC2)C1"
"decoy_1006","0.250037","0.268642","0.509628","0.464624","0.302752","0.299185","f`qpb@LBeA@@cIIBhhddmiuoKT@@@@@@","O=S(=O)(Nc1ncccn1)c1ccccc1"
"decoy_1007","0.332851","0.400286","0.585947","0.659634","0.410324","0.416133","ffcpc@BR\HH@c@PdHrQQHjZIKJZIDiYqZuKSUUMMT`@@","O=C(CSc1nccs1)N1CCN(C(=O)c2cccs2)CC1"
"decoy_1008","0.352482","0.415526","0.914959","0.902968","0.409853","0.393156","fde@P@@HuYIe[UvUhrR`qZd@JjjJAh@","O=c1ccc2ccc(O[C@@H]3CCCCO3)cc2o1"
"decoy_1009","0.308789","0.359422","0.613594","0.594494","0.366055","0.36981","fjcpB@JLx@HRfYUUUUYJtZJ\ejjYZhEBHaA@@","C1=Nc2ccccc2CC[C@@H]1SC1N=c2ccccc2=N1"
"decoy_101","0.268595","0.391828","0.701734","0.841707","0.346771","0.435223","fheqB@LRTD@PeLrjknR`mJmxM@@@QUA@@@","c1ncc2sc3ncc4c(c3c2n1)CCOC4"
"decoy_1010","0.364953","0.410692","0.646781","0.6863","0.377739","0.386708","fbmP@@@\RiUyU^uipsdyjj```@H@@@","c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1"
"decoy_1011","0.299965","0.406445","0.554491","0.631766","0.343047","0.400328","fdyHb@LBmFB@AFRREQIIZYIQ`qVdHH@@@PI@","O=S(=O)(/N=C/Nc1ccncn1)c1ccccc1"
"decoy_1012","0.510593","0.530797","0.665796","0.740823","0.546502","0.512927","fnsI`@DX]DCKILjvnvkJdhkUVmTuUMUUURJST@@","O=C1NC(=O)[C@]2(CC[C@@H](C(=O)NCCN3CCCCC3)CC2)N1"
"decoy_1013","0.281237","0.399567","0.699694","0.82178","0.363565","0.430531","foAQA@BTD@HpDYHhdUMDdRegUKS@A@@@","O=C(CSc1nncs1)c1ccccc1"
"decoy_1014","0.334001","0.369794","0.65224","0.658002","0.373943","0.381311","feoH@@@XhKIEEDhhlddlhblsbcNSehy`T@U@P@@@@@@@","c1ccc(Cn2c3ccccc3c3cnc(-c4ccccn4)nc32)cc1"
"decoy_1015","0.331422","0.412443","0.547395","0.657915","0.359738","0.406476","fjcp@@@XmdbRVbbRJTRQJRtZvR`AUUU@@TXYNRT@@","c1ccc(C[N@@]2C[C@@H]3[C@@H](CC[C@H]3c3cncnc3)C2)cc1"
"decoy_1016","0.432897","0.377407","0.778043","0.625261","0.437804","0.378245","fa{q`@EFBAd\dTRbJrbRVTRUFBexK^tE@T@E@A@@@@","c1ccc(Oc2cc(Nc3ccc4c(c3)OCCO4)ncn2)cc1"
"decoy_1017","0.304402","0.370584","0.692936","0.70776","0.387573","0.404794","f`iI@@HDXHFRIPqKJIKAAR]zfjV@BaBIQ@@","C1=NO[C@H]([C@H]2C=C(c3ccccc3)N=N2)N1"
"decoy_1018","0.318922","0.385516","0.564037","0.581728","0.354917","0.383686","f`qab@LPPx@QddaTTRRVtzwejjjjj@@","O=S(=O)(NC1CCCCC1)C1CCOCC1"
"decoy_1019","0.243997","0.282496","0.499442","0.477904","0.300125","0.301294","f`qHb@LBdjB@AFRREQQII[Sk^Vh@@@@@@","O=S(=O)(Nc1ncccn1)c1cccnc1"
"decoy_102","0.239066","0.280059","0.637069","0.640704","0.359978","0.37105","dgHHLhy@HPHTHtHRY[efImmjjefh@@","[H]/N=C1\CSC(=S)N1N1C(=O)CSC1=S"
"decoy_1020","0.247754","0.348097","0.561231","0.863757","0.309445","0.364244","f`iaB@LL@DIRzlrs`akN}Ru@PUD@@","c1cc2c(c(OCc3cscn3)c1)CCC2"
"decoy_1021","0.276326","0.391328","0.473061","0.65197","0.318287","0.379024","fde``@D@edTTTbTRJRHIw`qZjijjjh@@","O=C1CC2(CCCCCC2)C(=O)N1C1CCCC1"
"decoy_1022","0.349055","0.427186","0.60852","0.630371","0.389383","0.416945","fhiab@NPPh@QddaRrTtRSN^BmUTp@P@@","O=C(CN1CCS(=O)(=O)CC1)c1ccccc1"
"decoy_1023","0.377959","0.466922","0.720603","0.755948","0.448585","0.484211","fbmH`@DTmxAdfUm]meZLdiNVi@BZ@B@@@","O=C(Nc1ccccn1)c1ccc2[nH]c(=O)cnc2c1"
"decoy_1024","0.234335","0.287358","0.51582","0.509894","0.297232","0.30517","f`q@`@@HRYYuYtcG^ZfjfZiAHqPM@","C=C1CCC/C=C/C[C@@H]2C(=C)C(=O)O[C@@H]2C1"
"decoy_1025","0.263522","0.375701","0.582894","0.709883","0.325718","0.391183","foQqB@L\EH@PeLKkXiIUgTsMMUT@@","c1csc(Cc2noc(CC3CC3)n2)n1"
"decoy_1026","0.323628","0.348231","0.869515","0.757606","0.4001","0.399415","foQa`@N@t[HhheDTdf\djsf`XBjb@@","O=c1cc[nH]c2cc3c(cc12)OCCO3"
"decoy_1027","0.427631","0.449433","0.628721","0.728314","0.439312","0.461123","fa{H@@@PteJVyU^uvUqQQ`q[vVjjjjjjjjED@","C1=NN=C(C2CCCCC2)[C@H]1CN1CCC(N2CCCCC2)CC1"
"decoy_1028","0.266815","0.402584","0.591861","0.879867","0.323186","0.42844","fdePB@LA@DISNlrj~JVCzMLt@@@P@@@","c1ccc(-c2csc(Cc3ccncc3)n2)cc1"
"decoy_1029","0.485932","0.609565","0.795538","0.842102","0.532812","0.627746","f`iP`@E^AIIf]{eRLYqwfjjZjjdHcD@","O=C1C[C@@]2(C(=O)N3CCNCC3)CC[C@@H]1C2"
"decoy_103","0.240829","0.302248","0.796984","0.821721","0.31424","0.343092","fhyA`@@HEdTRbRfTJUNJuxKTsU@AIAb@@","O=c1occc2c1[C@H](c1ccccc1)C=CO2"
"decoy_1030","0.300092","0.362942","0.576834","0.604728","0.359208","0.386598","foAHb@LBdZB@AFRREQQIIZ\ZruAPJEBb@@","O=S(=O)(N[C@H]1N=CN=N1)c1ccccc1"
"decoy_1031","0.301326","0.321202","0.546727","0.547242","0.355163","0.344446","fnk@P@@XTEJYeeuYVgMNmzkZjhJBJ@B`IBHeHz@@","c1ccc(O[C@@H]2CC[C@H]3O[C@H](c4ccccc4)OC[C@H]3O2)cc1"
"decoy_1032","0.271068","0.399021","0.600369","0.800454","0.37051","0.499717","fhyQ@@DN@drjnljR`i^BuPAP@@@@@","O=C1Cc2cc(Cc3cccnc3)ccc2N1"
"decoy_1033","0.353761","0.457741","0.65044","0.694412","0.36866","0.41627","fhyP@@@JRfYg~uirVoA@B@bj``@@","c1ccc2nc(CN3CCCCC3)ccc2c1"
"decoy_1034","0.301219","0.363043","0.895469","0.889562","0.371084","0.403026","fhea`@H@lGIDheMDcLlTdhsoAifB`bjH@@","c1cc2c(cc1-c1cc(C3CC3)no1)OCO2"
"decoy_1035","0.423803","0.481849","0.557199","0.66007","0.418704","0.463384","ffcI`@DXIx@mILrkMn}kQc`ejuUMMUUUT@@","O=C(CN1CCCCC1)NN1C(=O)NC2(CCCCC2)C1=O"
"decoy_1036","0.271139","0.373537","0.58338","0.867798","0.322446","0.384862","fdeQ@@AN@eLjo\k|dYpXtDDTB@P@@","c1ccc(OCCn2cnc3ccccc32)cc1"
"decoy_1037","0.349912","0.433148","0.816849","0.832337","0.407861","0.429948","foQpB@LRT@HrQQQIIRhViJlz`dFJb`@@","c1n[nH]cc1Sc1ccc2c(n1)CCC2"
"decoy_1038","0.327274","0.378819","0.499882","0.503842","0.339716","0.356558","fde``@I@peMN~kJxXJPXuUUU@AP@@","c1ccc(CCN2CCC3(CC2)OCCO3)cc1"
"decoy_1039","0.312312","0.349811","0.675292","0.648652","0.366852","0.39151","foAPP@DBArVlbbTTRlRhJsffZZZdDJP","O=C1N=C(O)NC(=O)/C1=C\c1ccco1"
"decoy_104","0.345369","0.430701","0.665295","0.695878","0.406968","0.456479","fdep@@@RleLl{{JtXIPX`@AE@@@@@","c1ccc(CNc2ccnc3ccccc23)nc1"
"decoy_1040","0.335581","0.321988","0.637188","0.518551","0.3784","0.336322","fb}Q@@D\@drrm]joSdc^SGKSUUAPPtPp`@","O=C1N=CN=C2c3ccccc3CC3(CCCCC3)[C@H]12"
"decoy_1041","0.370859","0.335451","0.610657","0.504617","0.360498","0.330345","fnsQ`BDVAxMi}rSKLjonrjkF]UkT@@@U@@@@@","O=C(Nc1ccc(Oc2ccccc2)cc1)c1cc[n+]([O-])cc1"
"decoy_1042","0.357363","0.478056","0.557113","0.655297","0.432034","0.513599","f`iPb@NV``@QddaRrbbRhrsk^VjjjjjIRBTiZ@@","O=S1(=O)CC[C@@H](N[C@H]2C[N@]3CC[C@H]2CC3)C1"
"decoy_1043","0.333272","0.326118","0.751478","0.637619","0.407189","0.379609","fdeq@@LTxAJYnuYwqSS`qifB@@B@@@","c1ccc(Cc2nnc(-c3ccccn3)o2)cc1"
"decoy_1044","0.403471","0.429837","0.630963","0.645885","0.43972","0.452254","fluq`@J^RA@lbbTvfbdRQHqwhiZjfjjjjQaRP@","O=C1OCC[C@H]1NC(=O)[C@H]1CNCC12CCNCC2"
"decoy_1045","0.369785","0.458156","0.668364","0.696572","0.397244","0.426026","fhyP@@@ZRfVW~UhpRoA@@BJj``@@","c1ccc2ncc(CN3CCCCC3)cc2c1"
"decoy_1046","0.280398","0.39754","0.651294","0.778462","0.349864","0.426724","fhyQ@@DA@drjnljR`i^BuPAP@@@@@","O=C1Cc2cc(Cc3ccncc3)ccc2N1"
"decoy_1047","0.340447","0.383373","0.880326","0.85169","0.3807","0.395749","fb}A`@@\}dTTRbVRbRQYrVoASehJBHJ@bHLP@","O=C1C[C@@H](c2ccccc2)Oc2cc3c(cc21)CCO3"
"decoy_1048","0.252556","0.281039","0.774519","0.756429","0.312829","0.32317","f`iPA@F\@DFBLdTRaTJbQJBd{uRmUSTh@@","c1csc(Cn2ccnc2-c2cccs2)c1"
"decoy_1049","0.26081","0.324097","0.552332","0.576605","0.322795","0.347622","f`qPb@LB``@QddaTTRRVtzwej@@@@@@","O=S(=O)(Nc1ccccn1)c1ccccc1"
"decoy_105","0.302371","0.366112","0.813188","0.840458","0.34761","0.381511","fduA@@@ILkZvmmFRUYpXmKUUUUUTXaQRMGP@","O=C1C=C[C@H]2C(=C1)CC[C@H]1[C@H]2CC[C@H]2CCC[C@H]21"
"decoy_1050","0.314919","0.356794","0.603433","0.59407","0.372256","0.368776","fbm@P@@XDyJYU[Ug^gKASfjj``hjbqATfh@","c1ccc(O[C@@H]2CC[C@@H](O[C@@H]3CCCCO3)CO2)cc1"
"decoy_1051","0.33267","0.376005","0.663714","0.657848","0.363802","0.382909","fjcH`@DDYHGdfYeUueWdeZbgIVjiUjeZjXXdNP","O=C1[C@H]2N=c3ccccc3=C2N=CN1/N=C/c1ccco1"
"decoy_1052","0.38205","0.406698","0.59343","0.573495","0.385529","0.398737","ffsq@@NB\AJYeUUe\TEiQbuh@@@j`@`@@@","c1ccc(CNCc2ncc3oc4ccccc4c3n2)cc1"
"decoy_1053","0.268205","0.376553","0.449469","0.579246","0.331691","0.388312","dg~D`Aa@BLddJVTRS\]kUUUU@@","O=S1(=O)CCC(N2CCCCC2)CC1"
"decoy_1054","0.194264","0.349057","0.574306","0.90694","0.282689","0.415367","fgApA@LDD@HTDYHhhecDbTxHujYjijT@@","c1csc(Cc2cn3ncnc3s2)c1"
"decoy_1055","0.253815","0.286273","0.536339","0.525262","0.306407","0.318485","f`qPb@LF``@QddaTTRRVtzwej@@@@@@","O=S(=O)(Nc1cccnc1)c1ccccc1"
"decoy_1056","0.410659","0.492856","0.781675","0.861977","0.441475","0.489759","fdya@@E@RfUWue^RCFjjjh@H@@","c1ccc(CNCCCOC2CCCCC2)cc1"
"decoy_1057","0.205618","0.260951","0.406546","0.435255","0.271622","0.295628","fjc``@D@edTRbbTRRfJuNZ]ZNRmMUULB@lHqFH@","O=C1N=c2ccccc2=C2OC=C[C@@H](c3ccccc3)[C@@H]12"
"decoy_1058","0.31372","0.380108","0.739088","0.806602","0.348764","0.377982","flua@@D@rJJIIQZKQDVg^bejjjjjjkCEJF`@","O=C(C[C@H]1CCC[C@H]2CCCC[C@H]21)N1CCCCC1"
"decoy_1059","0.267424","0.335604","0.709442","0.740263","0.335244","0.355647","f`ia`@L@PYIeUWYRTEIwfj@Jf`P@@","O=c1[nH]c2ccc(Cc3ccco3)cc2o1"
"decoy_106","0.415987","0.489012","0.687612","0.887965","0.433188","0.494081","fbmP`@NZ@qJYUyUg^cKASfjjjjjjjQBTP@","C1CCN(C[C@@H]2CO[C@H](CN3CCCCC3)CO2)CC1"
"decoy_1060","0.400603","0.59895","0.662745","0.814867","0.457127","0.591039","foAq@@F\\CIEDdThdjLlzjjh@HaA@@","c1cc(CNC[C@H]2CNCCO2)ccn1"
"decoy_1061","0.277328","0.388112","0.577635","0.70062","0.328781","0.385561","fluPb@LD]D@PeLjssrEV\EMAAHE@a@@@","O=c1cc(CSc2ncccn2)c2ccccc2o1"
"decoy_1062","0.396135","0.47754","0.54907","0.636431","0.402679","0.438343","fj}I`@DXIx@mILrkMn}mFNCdkUTtuUUU@@@","O=C(CN1CCCC1)NN1C(=O)NC2(CCCCC2)C1=O"
"decoy_1063","0.263529","0.303451","0.545576","0.537195","0.32258","0.328411","f`qPb@L^``@QddaTTRRVtzwej@@@@@@","O=S(=O)(Nc1ccncc1)c1ccccc1"
"decoy_1064","0.297884","0.34446","0.61448","0.595596","0.37633","0.366874","flu`@@@ITj{LjnRchaSTmP@@A@@@","c1ccc(CCn2ccc(-c3ccccc3)c2)cc1"
"decoy_1065","0.190559","0.292128","0.458767","0.785245","0.258611","0.33483","foQ@`@@HrJIIJIJDeEFuYjjjZZbDUDqRP@","C=C1CC[C@@H]2CC(=O)O[C@H]2[C@@H]2C=CC[C@@H]12"
"decoy_1066","0.348237","0.37686","0.700506","0.681577","0.43978","0.432328","ffcPP@DD@ht\bbTRRbabRRtkQKfkTDCPEAA@@@","O=C(NNC(=O)c1ccc2c(c1)OCCO2)c1ccccc1"
"decoy_1067","0.401577","0.473348","0.685631","0.736232","0.450499","0.473346","fdeP@@@FRiUkgUzBlGtZjj`hHh`Q@@","c1ccc(C[N@]2CCC[C@]3(CCCNC3)C2)cc1"
"decoy_1068","0.33817","0.387241","0.701778","0.687801","0.393615","0.394968","fhiq@@DZlAIeYU^uQoAZdHHiRA@d@","O=C(/C=C/Cn1cccn1)Nc1ccccc1"
"decoy_1069","0.566862","0.57793","0.786084","0.763509","0.579231","0.541109","flei`@DXeYHNFrJJIHiJZIHcHiZjZijjh@@","O=C(CNCCN1C(=O)CNC1=O)N1CCNCC1"
"decoy_107","0.26648","0.378221","0.646438","0.813771","0.373173","0.432399","fhyp@@@TDeLjolkbgI^CHPPp@P@aJ@","C(=N/n1cnc2ccccc21)\c1ccccc1"
"decoy_1070","0.246145","0.364906","0.512225","0.70948","0.319475","0.392618","f`ipBDHHT@HUJTjj{JxIpSoTmKP@T@@@","c1cc[n+](Cc2ccc3nsnc3c2)cc1"
"decoy_1071","0.38437","0.375197","0.685999","0.645558","0.428071","0.431908","fmp`@DYJBNQQJJIIJ[IFIIIJl[pXu[M[T@@AEST@A@@@","O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc2c(c1)COC2"
"decoy_1072","0.278467","0.370325","0.528396","0.706289","0.328945","0.373784","fjs``@D`rdrmkZvjtYIUgAcdkRuUUUTuUqbEEPr]@rJ@@","O=C1C=C[C@H]2C(=C1)CC[C@@H]1[C@H]2CC[C@H]2[C@@H]3N=CO[C@@H]3C[C@@H]21"
"decoy_1073","0.382497","0.544555","0.565415","0.715303","0.40372","0.48429","f`qp`@DXTAfQQIQSFIHTg^Zijjjh@@","O=C(CN1CCCCC1)NC(=O)NC1CC1"
"decoy_1074","0.260711","0.329368","0.653117","0.767877","0.339777","0.399187","fb}PB@JB@DIRjljl{xIrU`isU@PP@@@@@@","c1ccc(Nc2c3c(nc4ccccc24)CSC3)cc1"
"decoy_1075","0.342117","0.324392","0.767976","0.597771","0.391476","0.35224","ffsq@@EVRCIEEHedmELdcbdcQRVmATEE@hDQAB@@","c1ccc(C[C@]2(Cn3cncn3)Cc3ccccc3O2)cc1"
"decoy_1076","0.250525","0.267629","0.711537","0.641895","0.332926","0.313699","f`iPA@J^@D\BLdTRTtRRNJZL{uLtaPD`@@","c1csc(-c2scnc2-c2ccncc2)c1"
"decoy_1077","0.336521","0.303637","0.534043","0.520984","0.363364","0.336357","fi{@p@@HXIp\bbVRbRaRfRbRISQncZjjjjY`@hqQ\beBL@","O=C(/C=C/c1ccccc1)OC[C@H]1CCC[C@@H](O[C@H]2COC(=O)C2)O1"
"decoy_1078","0.380121","0.394094","0.610957","0.59641","0.417478","0.399421","fi{Qb@LI`bH@cIIBhhddmmLhdmNm{huj@@@Ih@@@@@","O=C(Nc1ccccc1)c1ccc(S(=O)(=O)Nc2ccccc2)cc1"
"decoy_1079","0.300294","0.346408","0.452226","0.500389","0.329848","0.343972","fbm`@@@ITjzsJktyyL\uUU@@@D@@@","c1ccc(CCN2CCC(c3ccccc3)CC2)cc1"
"decoy_108","0.333694","0.39955","0.754039","0.767985","0.39429","0.406103","flmP@@@XrQQQJIYFYJgEZlzJPH`J@@B@@@","c1ccc2cc(-c3ncc4c(n3)CCC4)ccc2c1"
"decoy_1080","0.338466","0.431194","0.600969","0.690711","0.375488","0.441167","fnsQb@LU`cH@cIIBhhddiceDmNlFkUj@@@aihDD@p","O=S(=O)(Nc1ccccc1)c1cccc(/C=C/c2ccno2)c1"
"decoy_1081","0.425414","0.404351","0.628936","0.642264","0.454433","0.427203","figH`@DTUdB\bbTRbbqTQfbRxhVoAzMjjjjjfjjjqaLWD@","O=C1NC[C@@H](CCC(=O)N2CCCCC2)N[C@@H]2CC[N@](CC3CC3)[C@@H]12"
"decoy_1082","0.327063","0.383842","0.735002","0.731895","0.382086","0.394968","fdeq@@LTTAJYnuYwqSS`qifB@@B@@@","c1ccc(Cc2nnc(-c3cccnc3)o2)cc1"
"decoy_1083","0.32937","0.42045","0.811781","0.827166","0.363279","0.383066","f`i`B@L@BDifUV}EiUg^hJBbjJ@@","c1cc2c(nc1SC1CCCCC1)CCC2"
"decoy_1084","0.440432","0.560939","0.726345","0.782607","0.483164","0.558236","foApb@LDmA@@cIICEDdeeVLyZjjjj@@","O=S(=O)(N1CCCCC1)N1CCNCC1"
"decoy_1085","0.331396","0.404042","0.910671","0.913449","0.402286","0.426576","flmP`@MN@sIEDhbmDddjLEJshihJ@iZeb`@@","c1ccn2cc(-c3ccc4c(c3)OCCO4)nc2c1"
"decoy_1086","0.231393","0.280064","0.418175","0.433485","0.292244","0.31532","fde`@@@YIEDeCDdejLlGtZjh@@@`aA@@","c1ccc(C[N@]2CCC[C@H]2c2ccccc2)cc1"
"decoy_1087","0.298636","0.375696","0.585857","0.669558","0.348223","0.373093","ffsPa@LBbT@QHHRfUwVYY\eNBCGMZA@jdJAH`@@","O=c1cc(CSc2ncnc3sccc23)c2ccccc2o1"
"decoy_1088","0.375518","0.453409","0.553315","0.664798","0.384541","0.461533","ffcq`@DX\AedfU[W[VUIQVbuZijjZjjjQRZ`@","O=C1NC(=O)[C@]2(CC[C@@H](C(=O)NCC3CCCCC3)CC2)N1"
"decoy_1089","0.390202","0.523405","0.593525","0.823424","0.404138","0.514414","fnsQ@@LNAdbbbRRqRRTRPmJMUm@@@EU@@@@@","c1ccc(CCNCc2ccc(Oc3ccccn3)cc2)cc1"
"decoy_109","0.306597","0.385533","0.670348","0.710243","0.360373","0.39549","foAQ`@DXAsVQQQJJHkLEYsUSA@H@@","O=c1cc(O)[nH]c(=O)n1-c1ccccc1"
"decoy_1090","0.310947","0.386344","0.480595","0.528626","0.317497","0.330603","fdea@@F@rQQJKEIQITYpPXuUUU@APbDp`@","c1ccc(CCC[N@]2CCO[C@@H]3CCC[C@H]32)cc1"
"decoy_1091","0.340301","0.395621","0.613604","0.619289","0.364108","0.386596","ffs`a@GPP@HxDYIHXhddllddeVtXLRuV`dJ@Bj@`@@","O=S(=O)(c1ccccc1)c1cc2cc3c(nc2s1)CCCC3"
"decoy_1092","0.376517","0.509806","0.53239","0.652845","0.384363","0.460367","fdyH`@DTuD@TfU]UeZcOQZjijjZ`PE@","O=C1CN(C/C=C/C[N@]2CCNC(=O)C2)CCN1"
"decoy_1093","0.433196","0.398506","0.831444","0.700422","0.476932","0.425578","fj}IB@IAbTP@aJY}me]eqQwleief`@jVHDJP","O=C(/C=C/c1cccs1)Nc1ccc(-n2cncn2)cc1"
"decoy_1094","0.345507","0.38586","0.534428","0.577807","0.385361","0.405349","fngp@@@JsdbbbRTVRabvVJBLjwhaSUkUTuMUUTuTqBXmIt}Hp@","c1ccc2c(c1)=N[C@@H]1C=2CCN2[C@@H]3CC[C@@H]([C@@H]4NCCC[C@H]43)[C@H]12"
