"Compound","Tanimoto_SC_ref0_DB","Tanimoto_SC_ref1_DB","Tversky_SC_ref0_DB","Tversky_SC_ref1_DB","Carbó_SC_ref0_DB","Carbó_SC_ref1_DB","DockingScore","Structure of SMILES [idcode]","SMILES"
"decoy_4678","0.207284","0.190818","0.438468","0.369902","0.28145","0.255887","-4.532","dgD`NNxP@cIIBedhdwGZuUTmP@@","O=S1(=O)CCN(Cc2cn[nH]c2)CC1"
"decoy_4679","0.24243","0.230655","0.38321","0.362002","0.30956","0.295314","-5.692","ffcp`@CN|AbTrsok[JdhIQZtEAESP@P@@@","N=C(NCCOc1cccc2c1OCC2)Nc1ccccc1"
"decoy_468","0.224462","0.250443","0.372711","0.419989","0.300853","0.316751","-4.881","fdeQ@@NF@eJzroJdhkPXuUUUUUUAR@@","C1CCN([C@H]2CCN(CC3CCOCC3)C2)CC1"
"decoy_4680","0.191548","0.213558","0.353403","0.352539","0.261906","0.279539","-4.38","f`iP@@@BrRJIIGQIDxrSoUUUP@THaBP@","c1ccc(N[C@@H]2CC[N@@]3CCCC[C@H]23)cc1"
"decoy_4681","0.25334","0.295555","0.493018","0.528244","0.304885","0.331787","-4.155","fnkQb@LU`cH@cIICEEDdeimDYZmGrZmVj@H@`ZXH@@","O=c1cc[nH]c2ccc(S(=O)(=O)N3CCc4ccccc43)cc12"
"decoy_4682","0.243846","0.326411","0.403785","0.547582","0.331368","0.376838","-5.196","ff}q`@DZBAQlbbTRRbNRTRTcEjuUTuUUUP@@","O=C(CNC(=O)C1CCOCC1)NCCCN1CCCCC1"
"decoy_4683","0.272786","0.323717","0.529658","0.600144","0.334451","0.372205","-6.609","fj}q`@DDJBddfVUVyU^V`yRUjij@@@HHXdFP","O=C(N/N=C/c1ccncc1)[C@@H]1COc2ccccc2O1"
"decoy_4684","0.311965","0.260748","0.521932","0.391068","0.374428","0.307133","-7.095","fbmh@@@\LzNRJIHiQQZYJcCNSdBBjV`@H@@","c1ccc(CNCc2c[nH]nc2-c2cccnc2)nc1"
"decoy_4686","0.431637","0.312801","0.670429","0.507766","0.472887","0.358005","-6.617","ffcI@@JRbTBTkjjrnrdixIZuUUT@ERq@@@","c1cn(-c2ccc(CNCCCN3CCOCC3)cc2)cn1"
"decoy_4687","0.245893","0.213511","0.655402","0.467456","0.341115","0.283361","-4.502","f`iP@@@FrQQIFJIKTXhso@PUA@DPx`@","c1ccc(C[C@H]2CNc3ccccc32)nc1"
"decoy_4688","0.228039","0.246657","0.408318","0.394211","0.304463","0.310831","-5.494","fhyq@@DRlAIefUeuSk^lEjB`jJJpQ\eh@","O=C(N[C@H]1C[N@]2CC[C@H]1CC2)c1cccnc1"
"decoy_4690","0.206872","0.198236","0.503287","0.399236","0.297626","0.264772","-4.386","fhyP`@DJAYIeU]VTeAR|Ej`BjZA@@","O=C1Cc2cc(NCc3ccco3)ccc2N1"
"decoy_4691","0.208509","0.227186","0.415367","0.397941","0.288729","0.28311","-3.678","f`qPa@NRXH@Q@HReV[uUVg^jifjjiBij@@","O=C1CSSCC(=O)N[C@@H]2CCCC[C@H]2N1"
"decoy_4692","0.349438","0.250213","0.569114","0.424643","0.388751","0.298107","-4.935","fiwX`@EZl{rPTRfUwUeUUWENBCGI^chHBYijVebj@TbUj@","C(=N/N=C1/N=NC2=c3ccccc3=N[C@@H]2N1)\c1ccc2c(c1)OCO2"
"decoy_4693","0.240481","0.202112","0.559155","0.373737","0.320293","0.267417","-5.652","foAp@@@XDeJzkJxIYsSUP@P@@","c1ccc(NCCCn2ccnc2)cc1"
"decoy_4695","0.313429","0.328313","0.561991","0.576021","0.360917","0.373053","-4.925","fjmP`@DZ@kHheDdhcdhdiFrUjBAbh@@@@","O=C(CNC(=O)c1ccccc1)NCCc1ccccc1"
"decoy_4696","0.374963","0.31012","0.734226","0.481457","0.4462","0.354154","-4.872","feoa`@D`xGHhheDidddjeDdsdc^RFHymAPTUST@DT@@@","O=C1CC2(CCN(Cc3ccccc3)CC2)Oc2cc3occc3cc21"
"decoy_4697","0.253842","0.202727","0.513429","0.394813","0.313555","0.261254","-5.392","fhyQ@DDTARTfVYmUv\MypVjP@@B@@@","O=c1[nH]c2ccccc2cc1-[n+]1ccccc1"
"decoy_4698","0.266578","0.277195","0.442995","0.468612","0.392002","0.349318","-5.486","flepb@LVSA@@cIICDdelhdiZbeZjjjjj`@@","O=S(=O)(CCCCN1CCNCC1)N1CCCCC1"
"decoy_4699","0.258768","0.29263","0.55415","0.545816","0.337626","0.334625","-4.366","dgD`NdxP@cIIBeeDeSGZuU@ADT`@","O=S1(=O)CC[C@H](Nc2cnccn2)C1"
"decoy_4701","0.214817","0.243814","0.435122","0.440456","0.276161","0.308359","-8.58","f`iQ@@FZ@eL~lkvJZL{uLuUUUTAH@","c1coc(CNC[C@H]2CC[N@](C3CC3)C2)c1"
"decoy_4703","0.245432","0.255546","0.597689","0.549693","0.339149","0.320678","-3.915","dk]DPLfD@HDHrRPjJIEitujA`H@@","O=S1(=O)NC(=S)Nc2ccccc21"
"decoy_4704","0.257525","0.237648","0.382173","0.377441","0.323489","0.295243","-4.942","ffcH`@D\ddD\bbTTRRTqtrbkF|VkUPTEDuTTLH@","O=C(C[N@]1CCC[C@H](C(=O)Nc2ccccn2)C1)NC1CC1"
"decoy_4706","0.37189","0.392107","0.621101","0.612913","0.481163","0.448903","-6.869","fnkp`@EF|BfRJIKKQJEIQIXipQkU[PPEKUP@Q@@@","c1ccc(CNCC2=C(c3ccc4c(c3)OCO4)N=NC2)cc1"
"decoy_4707","0.246337","0.280826","0.49764","0.495618","0.329084","0.329639","-4.183","fjcQ`@DVApvQQJZJYRiQIDiqRmYJuUUKT@EPSDiFQR@@","O=C(NCc1ccccc1)[C@H]1[C@H]2C=C[C@]3(CNC(=O)[C@H]13)O2"
"decoy_4708","0.327064","0.358793","0.554493","0.552787","0.38111","0.405228","-5.334","fjmqb@LZSAC`AFRREQII[SQIJMdjuAADp@@@@","O=C(NCCNS(=O)(=O)c1ccccc1)c1cccnc1"
"decoy_4709","0.196536","0.214634","0.418483","0.407881","0.270436","0.270153","-4.698","fluaB@NL@DIRoZrmk`egQSRsT@EUD@@","O=C(NCc1ccc2c(c1)CCCC2)c1ccsc1"
"decoy_4710","0.265734","0.292331","0.554634","0.538998","0.334474","0.338133","-3.973","f`qaa@LPQx@PpHrRPjIIPiRT{ruSUUS@@@","O=S(=O)(NCC1CCOCC1)c1cccs1"
"decoy_4711","0.325724","0.356971","0.739206","0.724639","0.425275","0.411499","-4.695","fhya@@A@RfUWvUqSdoAhHHh@HHT`@","c1ccc(CN[C@H]2COc3ccccc32)cc1"
"decoy_4712","0.221238","0.24769","0.375219","0.372783","0.292181","0.310199","-7.311","foAq@@DZ\AIfUYwEjsfjjjjh@@","O=C(CC1CCNCC1)N1CCNCC1"
"decoy_4713","0.258773","0.289242","0.55434","0.543293","0.323821","0.335419","-3.819","fhyq`@DXtAblbbRVbbaRISQoAZiZX@J@PX`","O=C1NC(=O)/C(=C2/C(=O)Nc3ccccc32)N1"
"decoy_4714","0.254562","0.274787","0.495041","0.484","0.337897","0.3278","-3.795","fdyPb@LR``@QddaTRRbrrUXLUjBBbjH@@","O=S(=O)(NCC1CCCCCC1)c1cccnc1"
"decoy_4715","0.254044","0.235844","0.52717","0.438206","0.328522","0.294536","-5.823","fnki@@DTDjpLbbRbbbRbTJQLfshuJuj`hA@@@H@@@","O=C(Cn1nnc2ccccc21)Nc1cccc2cccnc12"
"decoy_4717","0.330817","0.331046","0.660547","0.587688","0.391858","0.36003","-4.301","dg|d`Nd{a@BLddJVTRUL]kUT@DQR@","O=S1(=O)CC[C@H](Nc2cnncn2)C1"
"decoy_4718","0.362441","0.394881","0.581754","0.577164","0.428249","0.426015","-4.87","fleHB@L\dh@PeL~mjrnJQSSMSU@A@@@","N=C(NCCc1ccccc1)NCCc1nccs1"
"decoy_4719","0.432521","0.468465","0.65122","0.657101","0.489011","0.448883","-4.615","fj}q`@DX\Cd\bbbRTrRJTRHpuleZjZjjijd@@","O=C1NC2(CCCC2)C(=O)N1CCCNCc1ccco1"
"decoy_4720","0.301273","0.313418","0.551865","0.517676","0.368749","0.35927","-5.47","figPP@DFAjh|bbRbRTQrTRTrhqUbmzMjP`Xj@HjB@@","O=C(NCCc1ccc2c(c1)OCO2)c1cc(=O)[nH]c2ccccc12"
"decoy_4721","0.294508","0.284414","0.495224","0.452632","0.347736","0.31031","-1.562","ec`\@@@@HIDjUY{UgfuWXd\bRJzVfvjjfBB`@@@b@@@","C=C(NN1CCN(C2c3ccccc3-c3ccccc32)CC1)c1ccccc1"
"decoy_4722","0.324463","0.288357","0.577627","0.526267","0.38551","0.345897","-5.537","fnsH`@DX]DCTfUeV]}eUV|FkVjB@@BjhH@@","O=C(NCc1ccc(N2CCOCC2)nc1)Nc1ccccc1"
"decoy_4723","0.300686","0.269794","0.465701","0.461928","0.376779","0.341567","-6.437","ff}H`@DXHh@dfUV]fUWbWMVjijjjjj@@","O=C(CC1CCCCC1)NNC(=O)NCCN1CCCCC1"
"decoy_4724","0.204065","0.245662","0.427822","0.461776","0.288289","0.299689","-4.677","flui@@DZMZHLbbTTRRTlrT{QhiZ`dFbeJ@@","O=C(Nc1cn[nH]c1)c1cccc(-n2ccnc2)c1"
"decoy_4725","0.330709","0.325535","0.612097","0.529596","0.383222","0.351467","-4.329","fdepb@NRuA@@cIIBeeDhdmQagAbmUP@@DDJH@","O=S1(=O)CC[C@H](Nc2nncc3ccccc23)C1"
"decoy_4726","0.173613","0.182711","0.419004","0.403311","0.270419","0.272719","-4.218","fduHP@DTyHFgQrJIQIEQJYLxJUoAbuRmUUUUaRLoP@","O=c1[nH]cnc2c1ncn2[C@@H]1OC[C@H]2OCO[C@H]21"
"decoy_4727","0.275565","0.230159","0.445404","0.376022","0.327771","0.284123","-7.738","fa{q@@GEzCIEEEDddelTheRVoVBwmR@P@aUKPPHV`","c1ccc(-c2c/c(=N/CCc3c[nH]cn3)c3ccccc3o2)cc1"
"decoy_4728","0.213661","0.263746","0.3618","0.417194","0.284091","0.31654","-6.83","foAPb@LF``@QddaTTRRVgFlmUUUUPh`@","O=S(=O)(N[C@H]1CCNC1)C1CCCCC1"
"decoy_4729","0.186928","0.203912","0.36006","0.345924","0.25746","0.251285","-3.838","fj}I`@DXDxCKILkNnvrmNJudkUL@SP@@@@@","O=C(Nc1ccccc1)c1cnc2[nH]c(=O)[nH]c(=O)c2c1"
"decoy_473","0.290773","0.264073","0.796598","0.473135","0.363576","0.318431","-7.302","f`q`@@@IRljsoHsoMPP@@@B@H","C(=N/CCc1ccccc1)\c1ccccc1"
"decoy_4730","0.253489","0.252191","0.480594","0.445275","0.314954","0.30297","-3.99","fjma`@I@PIIeUfuYw]GIVji``@@@@@","O=C(COC(=O)CCc1ccccc1)Nc1ccccc1"
"decoy_4731","0.298502","0.293774","0.570038","0.45346","0.382822","0.336162","-5.367","fjcQ`@JRA{JTklklrlRdeQJgMUUUPPTTTFH@","c1cc(C[N@@]2CC[C@H](N3CCOCC3)C2)c2c(c1)OCO2"
"decoy_4732","0.331671","0.361429","0.572905","0.588556","0.373439","0.403839","-2.854","fnsPR@LA`aW`AFRRFIQY[JYQILxZuVkUPHDt@D@@@","O=C(Nc1ccccc1)c1ccc(N2C(=O)CCS2(=O)=O)cc1"
"decoy_4733","0.221936","0.247284","0.370023","0.396241","0.296478","0.302834","-8.701","fbmi@@DZMEHLbbTRdRbQRrm^SGKUUUAPQQCB@@","O=C(NCc1cnccn1)[C@H]1CNCC12CCNCC2"
"decoy_4734","0.20213","0.20354","0.419555","0.421277","0.294106","0.285897","-3.076","fa{P@@@TrQQQQZIIIZHkTeZHRm{TtD@P@@D@aDe@@","C1=C(c2ccccc2)N[C@H](c2ccccc2)N[C@H]1c1ccccc1"
"decoy_4735","0.278402","0.364397","0.48214","0.570328","0.413737","0.470084","-6.342","fdeI@@DLMXBSLuzoZQfkAbuUUUUSP@@","O=C1N(CCN2CCCC2)C=NC12CCNCC2"
"decoy_4736","0.38597","0.244963","0.700909","0.418416","0.434813","0.290004","-5.762","fnsI@@DDSTBSJljsolngAcUkUHP@@UJDBEH","O=C(Cc1ccccc1)N/N=C/c1ccc(-n2ccnc2)cc1"
"decoy_4737","0.452827","0.446266","0.704731","0.643737","0.519108","0.468091","-7.586","fjci@@DRUkHDfVYee^]VgQBUNVi`iHXja`@@","O=C(Nc1cccc2c1CNC2)c1cnn2cccnc12"
"decoy_4738","0.331139","0.417215","0.65262","0.699683","0.447265","0.490463","-6.251","foAq@@FJlAJY}UeqRsjYjjeh@@","c1coc(CNCCCn2ccnc2)c1"
"decoy_4739","0.212695","0.233349","0.466281","0.452582","0.29704","0.293019","-3.901","fdy`b@LPP@HrRPjIIKSIJLFJuAACUD@@","O=S(=O)(NCCC1=CCCCC1)c1ccccc1"
"decoy_474","0.290079","0.331596","0.501177","0.511813","0.40789","0.388815","-6.369","foAq@@DTTCHheDbhdf\lyjjjjjQaRP@","O=C1NCCC[C@H]1NC[C@H]1CCCCN1"
"decoy_4740","0.220557","0.274793","0.370689","0.432571","0.295625","0.328916","-6.434","f`qqb@LD}AA`AFRRFIIQYZQg^Vjjjjh@@","O=S(=O)(NC1CCNCC1)N1CCOCC1"
"decoy_4741","0.260599","0.199292","0.507364","0.354749","0.336713","0.26322","-5.019","figpb@DX]Uh@aIeYUg]UUUV|GI^cZhH@@@Bj@`@@","S=C(NCc1cnc2cc3c(cc2c1)OCCO3)Nc1ccccc1"
"decoy_4742","0.227577","0.250927","0.366093","0.374536","0.306933","0.309586","-6.285","flupb@LJ}A@@cIIBhhddmI]NmzJUjB`hjbhTP@","O=S(=O)(N[C@H]1CCNC2(CCC2)C1)c1cccnc1"
"decoy_4743","0.182173","0.251578","0.407093","0.512665","0.26233","0.303682","-5.027","fdyQ@@DF@drjsJkvCzKTt@@@@BAH","O=C(/C=C/c1ccccc1)NCc1cccnc1"
"decoy_4744","0.323035","0.317319","0.479492","0.500511","0.376851","0.363124","-3.716","fbuq`@DZ|AQlbbTRRbNRbTcIruUTuUUT@@","O=C(CNC(=O)C1CCOCC1)NCCN1CCCC1"
"decoy_4746","0.212523","0.241983","0.548586","0.540391","0.312765","0.306296","-4.803","foAqA@LLEp@P`HRYU]eRTlyjeh@HABb@","O=C1NC(=S)S/C1=N\Nc1ccccc1"
"decoy_4747","0.283762","0.239769","0.482422","0.39063","0.343071","0.305072","-5.434","f`ia@@I@rQQJIHsITxISoTDQEUQPh`@","c1ccc2c(c1)C[C@H](N1CCCCC1)CO2"
"decoy_4748","0.215676","0.168508","0.382699","0.318514","0.266612","0.222628","-5.605","fnsQb@G^`bp@cIICDdeMDlXdiZ|FkUhHHfj@@`@@","O=C(CCS(=O)(=O)c1ccc2c(c1)CCN2)Nc1ccccc1"
"decoy_4749","0.293933","0.276343","0.452604","0.519778","0.349757","0.34262","-3.848","fa{H@@@PLgIEDhXdcDeeDdRbmAbwlu@PUUUUIP@@","c1ccc(-n2cccn2)c(CN2CCC(N3CCCCC3)CC2)c1"
"decoy_475","0.299576","0.266028","0.585083","0.492391","0.331946","0.303278","-7.109","fhya@@L@RfYU[whIUoAi`d@@H@PQ@","c1ccc(/N=c2\ccc3ccccc3o2)cc1"
"decoy_4750","0.34551","0.307709","0.590616","0.497994","0.37268","0.325972","-5.187","fdePb@NR``@QddaRrbRfRhpu`qVjh@@BBED@","O=S1(=O)CC[C@H](Nc2ccc3ccccc3n2)C1"
"decoy_4751","0.346403","0.3225","0.563733","0.54324","0.401215","0.376428","-3.073","fmwIB@DXbdh@aIeYeUUnUtzwikZh@@@ff@@@D@p","O=C(N/N=C/c1ccc(NC(=S)Nc2ccccc2)cc1)c1ccccc1"
"decoy_4752","0.232429","0.26234","0.393712","0.411201","0.29957","0.315077","-8.492","fluqB@F^RH@QdbbvTtTbRNJN}EMLtuUUUTIH@","O=C(NCc1cccs1)[C@H]1CNCC12CCNCC2"
"decoy_4753","0.290321","0.220748","0.540006","0.371588","0.370487","0.296477","-5.885","fnkp@@@VcdbbbbTNVrTRSNRMYuV`D@LSUUPT@@","c1ccc2nc(-c3ccn(CCN4CCCCC4)c3)ccc2c1"
"decoy_4754","0.398358","0.344213","0.648629","0.553657","0.440059","0.380736","-4.598","fnsY`@DXD[qPL\drlzzvlkSbmUZuS@EMP@@@@@","O=C(NCc1cccnc1)Nc1cnc2[nH]c(=O)[nH]c(=O)c2c1"
"decoy_4755","0.279168","0.271709","0.538728","0.475143","0.344979","0.325067","-5.476","fdyq`@DDhASlbbTRReRbPiAbuMRuUUPl`@","O=C(CC[C@H]1CCCO1)NNC(=O)C1=NCC=C1"
"decoy_4756","0.254583","0.263977","0.426665","0.423967","0.333745","0.315208","-6.257","figh@@@XLWnRJIQIKEJIKJITDkR\}FDEEUP@UJQ@@@","c1cn(-c2ccc(CNCc3ccc(N4CCCC4)nc3)cc2)cn1"
"decoy_4757","0.214094","0.222208","0.354328","0.363694","0.278697","0.269479","-6.384","fewpb@LDBIP@cIEDdhhXXhehlmsS`yZN]MRsMURBALPl`@","O=C1CC=NC(SCC(=O)C2=c3ccccc3=N[C@@H]2c2ccccc2)=N1"
"decoy_4758","0.265104","0.294548","0.510679","0.506282","0.413178","0.366877","-7.056","foQX@@@XIQSldTTRbVQYqVkN@hJjhX@@","c1n[nH]c2nc(N3CCNCC3)ncc12"
"decoy_4759","0.272637","0.351667","0.591796","0.679415","0.334578","0.393097","-3.026","foAaa@LPQh@PpHrRPjIIPjRkNVjZjihBP@","O=S(=O)(NC[C@H]1CCCO1)c1cccs1"
"decoy_476","0.241257","0.27748","0.588058","0.588736","0.331783","0.338703","-5.084","dg~hPLFSo`BDBDfUWYRh{ZiZiZBJP","O=C1NC(=S)S/C1=C\Nn1cnnc1"
"decoy_4760","0.221601","0.21332","0.415313","0.37017","0.307024","0.278738","-5.022","foQp@@@XTeLkwJtxhugAAEUTTadD`@","c1ccc(N[C@@H]2CC[N@@]3CCC[C@H]23)nc1"
"decoy_4761","0.346174","0.318686","0.567141","0.486776","0.398236","0.341576","-6.007","fiwy@@DTEYwd`RYYUWmUUTcEFCGI^cZfHHejVeBj@Y@d@","O=C1Nc2ccccc2/C1=N\NC1=N[C@@H]2N=c3ccccc3=C2N=N1"
"decoy_4762","0.284794","0.192801","0.457411","0.316393","0.339878","0.254769","-4.365","fikpR@DXIrVc@BDfUYoUfUWKuhvjfZj@@@@@@","O=C(COc1ccccc1)NNC(=S)NC(=O)COc1ccccc1"
"decoy_4763","0.271107","0.283828","0.468129","0.478425","0.419287","0.376244","-6.409","fj}H@@@XieJYWUfUWipNTeBBJjB```@@","c1ccc(CCNc2cc(C3CCNCC3)ncn2)cc1"
"decoy_4764","0.27728","0.285154","0.471793","0.456154","0.417604","0.367822","-6.476","fhiQb@EA`bP@cIIBeeLhdjL|EZjfjjjED@","O=C(C[C@H]1CCS(=O)(=O)C1)NC1CCNCC1"
"decoy_4765","0.213806","0.214513","0.421886","0.383738","0.287937","0.27301","-4.97","fbmPQ@LN`bJPAC@cIIBhhddYdhkUoQrmTaPQSI@@@","O=C1COc2ccc(NS(=O)(=O)c3cccs3)cc2N1"
"decoy_4766","0.290256","0.29802","0.475935","0.441706","0.345748","0.329451","-4.056","f`iH@@@PHkIDhdXhdmQbcN|AAUUTTcdD`@","c1cnnc(N[C@@H]2CC[N@@]3CCCC[C@H]23)c1"
"decoy_4767","0.202403","0.186292","0.543175","0.439333","0.314977","0.280277","-4.493","fhyP`@D\@KHheDeLhTj\UkpVifj@BRCD@","O=c1[nH]cnc2c1[C@H](c1ccccc1)C=CO2"
"decoy_4769","0.295665","0.353329","0.530565","0.588367","0.34625","0.387203","-6.503","fleHR@BJ|GDgI@DISOk[L~R`XtsTuKTt@@","O=C(CCn1ccsc1=O)Nc1c[nH]c(=O)[nH]c1=O"
"decoy_477","0.209","0.23149","0.373746","0.370301","0.286818","0.296907","-7.387","foQp@@@BUddTRRUbSNBeYuUUUUUHaFP@","C1CCN([C@@H]2CCN([C@@H]3CCNC3)C2)C1"
"decoy_4770","0.533876","0.368409","0.782853","0.570076","0.539136","0.411656","-5.384","fluab@OPQp@QddaRrbRrReFFmEJuU@AUTTJH@","O=S1(=O)CC[C@H](Oc2ccc(CNC3CC3)cc2)C1"
"decoy_4771","0.351461","0.344801","0.654075","0.613027","0.422293","0.407981","-4.689","fnsI@@DXSdFQQIQIJKQYFIJlFMVmTD@AAThP@@","O=C(NCc1ccccc1Cn1cccn1)Nc1ccccc1"
"decoy_4772","0.319103","0.311654","0.550719","0.461384","0.3783","0.34037","-4.21","fdyPQ@AQ`aV`AD`cIIBediCDeQ`XkUUK@ADJH@","O=S1(=O)CC[C@H](CNS(=O)(=O)c2ccncc2)C1"
"decoy_4773","0.259153","0.244378","0.513208","0.374232","0.348558","0.311223","-5.481","fdeQ@@FR@drmkLjtX{pXmKUUUUT@@","O=c1ccn(C2CCCC2)c(CN2CCCC2)c1"
"decoy_4774","0.272828","0.259925","0.510253","0.433047","0.341734","0.307535","-5.065","ffcH`@DTExElbbTRRRtJTRQFJLVkTqACT@@@HDP","O=C(CNc1ccccc1)N/N=C1\C(=O)Nc2ccccc21"
"decoy_4775","0.185401","0.194641","0.30373","0.337965","0.268301","0.274432","-4.979","ffcq`@DXjCUdfYUfYUUCVJ\eZjjijjjf`I@@","O=C(NC1CCNCC1)N(Cc1ccco1)C[C@H]1CCCO1"
"decoy_4777","0.222798","0.213754","0.418185","0.369856","0.304381","0.28196","-5.111","foQH@@@XhiJYWnUiqQkNBBJjhiCHI@@","c1cc(N[C@@H]2CC[N@@]3CCC[C@H]23)ncn1"
"decoy_4778","0.207833","0.206865","0.480503","0.429441","0.296299","0.285497","-5.357","fbmi@@DTUhpLbbTTRRQtRRkZLgKTD`q@@P@@","O=C(Nc1cnn(-c2ccccc2)c1)c1cnccn1"
"decoy_4779","0.289139","0.265244","0.525671","0.455832","0.35288","0.316209","-5.652","fjmQR@LVyKWh`BLdTRLrTrTtRISIZefijZZd@@","O=C(COC(=O)CNC(=O)c1ccco1)Nc1cccs1"
"decoy_4780","0.36858","0.330761","0.564902","0.553608","0.429886","0.395676","-7.255","figh@@@PIPrTlzljsZkdXzI^mF@QTDEAPPD@@@","c1ccc2cc(-c3cnnc(NCCN4CCCCC4)n3)ccc2c1"
"decoy_4781","0.140892","0.149531","0.37166","0.345266","0.224258","0.231102","-4.585","dgH`Dr~@HRYU^UicmiiZVh@@","O=C1NC(=S)N=CC1=C1C=CNC=C1"
"decoy_4782","0.241259","0.204401","0.478669","0.361929","0.323405","0.267981","-3.541","ffsHP@DXLDGMIrJJIISQIHzIDYYw`ejuTuSUTuR`@@","O=C1NC2(CCCC2)C(=O)N1Cc1nnc(-c2ccco2)o1"
"decoy_4783","0.185293","0.201281","0.323747","0.326325","0.268792","0.271856","-3.369","fighb@LF|WlD@BLddJbbbRRvvTRTYtPizMZi@H@BjVB@@","O=S(=O)(Nc1ccc(Cn2ccnc2)cc1)c1c[nH]c2ncccc12"
"decoy_4784","0.210618","0.234617","0.399936","0.427571","0.29986","0.303939","-5.088","foQH@@@XxiJYWnUiqQkNBBJjhiCHI@@","c1cnc(N[C@@H]2CC[N@@]3CCC[C@H]23)cn1"
"decoy_4785","0.300042","0.331645","0.534414","0.530165","0.409234","0.384003","-5.284","fb}h@@@XhJVRJJIIXqQIYgIJ\ENPJBjhH@Xai@@","c1ccc2c(c1)CC[C@@H]2NCc1ncc2cn[nH]c2n1"
"decoy_4786","0.219146","0.231815","0.423437","0.399956","0.279083","0.280133","-2.276","fdeqA@LD|H@PxHrQQYJJZFKXhkPXuUSTD@qBD@@","O=C(N[C@@H]1N=C(C2CC2)CS1)c1cccnc1S"
"decoy_4787","0.333465","0.265251","0.524868","0.426824","0.358901","0.32044","-4.662","fa{i@@DTLFHLbbRbbRRjbRRVgFlgK^mTE@iMP@P@@@","O=C(Cn1ccnc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1"
"decoy_4788","0.213691","0.225036","0.425537","0.465186","0.304202","0.307947","-4.988","fmoQ`@DY@hrSKJl{vnlkHugIsM[UUUUUUP@UDNH@","O=C(NC[C@H]1CCC2(CCN(Cc3ccccc3)CC2)O1)C1CCOCC1"
"decoy_4789","0.286717","0.310326","0.534179","0.513107","0.356198","0.352212","-4.924","fj}qb@LVSAAPAFRREQIJJYIKJ\GLTkTuHLDcD@@","O=C1N=c2ccc(S(=O)(=O)NCc3ccccc3)cc2=N1"
"decoy_479","0.270662","0.252654","0.461287","0.39965","0.330675","0.300453","-6.394","fa{X@@@Xhkw\dTRVbTRTVbJuNVCDk^aA@PD@@@@@@@","c1cc(Nc2cc(Nc3ccncc3)ncn2)c2cccnc2c1"
"decoy_4790","0.271135","0.257474","0.700632","0.400901","0.346633","0.304973","-6.355","fhya@@I@rQQJIHsIJgAJ|F`bHjjbaQ@@","c1ccc2c(c1)C[C@H](N1CCCCCC1)CO2"
"decoy_4791","0.316043","0.291034","0.502934","0.442441","0.380212","0.347797","-5.807","fdyPb@NJ``@QddaRrRRbRhpLUjji`@bEEAT@","O=S1(=O)CC[C@H](NCC/N=C/c2ccccc2)C1"
"decoy_4793","0.316753","0.361671","0.523484","0.556647","0.385768","0.397317","-5.398","fj}h@@@XiIrTrolklkSegYJDDUUT@A@@@","c1ccc(N2CCN(CCNc3ccncn3)CC2)cc1"
"decoy_4794","0.205087","0.184472","0.443431","0.357631","0.286303","0.249518","-6.957","f`qpb@LZMA@@cIIBeEDdchsoKURC@P@@","O=S(=O)(Cc1ccccc1)Nc1cn[nH]c1"
"decoy_4795","0.291189","0.212896","0.499476","0.375063","0.353883","0.286038","-6.587","ffcP`@DZAIIeUYUgVSVSWIVijfjjjf`PI@","O=C(/C=C/c1ccc(C2CC2)o1)NCCCN1CCCCC1"
"decoy_4796","0.296595","0.277752","0.665416","0.547661","0.37458","0.354652","-5.306","fhiQ@@DX@drljsnjw`mUUPPD@@@","O=C(NCc1ccccc1)NC1CCCCC1"
"decoy_4798","0.259853","0.327671","0.507","0.643678","0.346166","0.390981","-5.783","fakp`@DXLCjSJrjwMjnjvVuzuPPTAPTPP@@","O=C(NCCc1ccccc1)Nc1cccc(N2CCOCC2)c1"
"decoy_4799","0.447702","0.397735","0.692997","0.597069","0.533911","0.429203","-6.657","fluH`@DDdd@dfUvvYYhspXiZef`HJb@@","O=C(Nc1cccc2c1CNC2)c1ccc(=O)[nH]n1"
"decoy_48","0.215815","0.223817","0.533373","0.487945","0.315594","0.298694","-4.784","f`q`@@@ISJk|krSoTDDP@@@@","c1ccc(CCCNc2ccccc2)cc1"
"decoy_4800","0.243105","0.258153","0.430513","0.410067","0.310134","0.309004","-5.262","dk]D`LvD@HrRPq[QJntujjjj`T@","O=S1(=O)CCCN1C[C@H]1CCNC1"
"decoy_4801","0.30054","0.336709","0.516238","0.531807","0.382164","0.388631","-6.714","fhypB@LDB@HRf]fUWqPwgAijjjjj`@@","C1CCC2(CC1)CSC(NC1CCNCC1)=N2"
"decoy_4802","0.238084","0.311523","0.5519","0.634895","0.340892","0.372503","-3.796","f`q`a@LPP@HtDYIHUDdhleV]yZ``dhP@@","O=S(=O)(NCc1cccs1)c1ccccc1"
"decoy_4803","0.270138","0.239019","0.531193","0.472141","0.32381","0.293251","-3.98","fb}q@@DRTAIef[U]ugC^lyNVj`hEJVJaa@@","O=C1Nc2ccccc2C[C@H]1C1N=c2ccccc2=N1"
"decoy_4804","0.279631","0.264304","0.520599","0.408437","0.36219","0.341042","-4.805","fdeH@@@PiqJYofUWqRp_Qfj`hJIH@@","c1ccc(-c2ncn(CN3CCCCC3)n2)cc1"
