"Compound","Tanimoto_SC_ref0_DB","Tanimoto_SC_ref1_DB","Tversky_SC_ref0_DB","Tversky_SC_ref1_DB","Carbó_SC_ref0_DB","Carbó_SC_ref1_DB","DockingScore","Structure of SMILES [idcode]","SMILES"
"decoy_3515","0.507252","0.372032","0.736168","0.644634","0.575873","0.456491","-5.763","flep`@DDRBbSJjsJknbEKUM@@@@@aR@","O=C(COc1ccccc1)N/N=C/c1ccncc1"
"decoy_3518","0.480745","0.426007","0.686361","0.645303","0.589914","0.534899","-9.08","fhyPb@C^XD@QdbbTlRTrQJZl{uRl@QSD@@","O=C(c1ccc2[nH]c(=O)[nH]c2c1)c1cccs1"
"decoy_3519","0.276077","0.246326","0.564482","0.538027","0.44581","0.401764","-4.982","dcl``Dpf@HRY]eRi]fjji`@","Sc1nnc(N2CCCCC2)[nH]1"
"decoy_352","0.274097","0.268511","0.605019","0.554351","0.375331","0.355815","-5.145","fluhb@LLUitD@BLddJbRTJRRdjshiVjYiZej@@","O=S(=O)(NCc1cn2ccccc2n1)c1c[nH]cn1"
"decoy_3524","0.312335","0.332061","0.509453","0.567821","0.400313","0.401257","-7.192","f`qq@@DTdAIeeV]yF]yjB@@@@@@","O=C(NCc1ccccc1)c1cnccn1"
"decoy_3527","0.335924","0.285113","0.54941","0.561223","0.422808","0.374616","-5.211","flmq@@DTTAIefeU^]^lEtWIZ`jBhjJlFedz@@","O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccnn1"
"decoy_3530","0.414991","0.432928","0.699795","0.753232","0.464638","0.495209","-5.021","fluab@LPPx@QddaRbdRTRUd~BFJuPU@uARFPJ@@","O=C1C[C@@H]2CC[C@@]1(CS(=O)(=O)Nc1ccccc1)C2"
"decoy_3532","0.408289","0.353745","0.656641","0.653537","0.556901","0.502207","-9.141","fluP`@DZAQIe[WUeZLdjJVj@Bh@H@@@","O=C1COc2cc(NCc3ccccc3)ccc2N1"
"decoy_3535","0.561609","0.389948","0.781806","0.691291","0.64963","0.48079","-4.258","f`qQ@@DJ@drrkN|cN|uA@@@@@@","O=C(NCc1ccccn1)c1ccccc1"
"decoy_3537","0.664331","0.548433","0.849396","0.879124","0.736599","0.630922","-6.084","fj}I@@DXDXFQQIQQIIXqIZ\ZvRmTCAI@@P@@","O=C(Nc1ccccc1)Nc1ccn(-c2ccccc2)n1"
"decoy_3538","0.483084","0.412654","0.774792","0.774761","0.503612","0.435682","-6.04","dk]H@DXDfYeUduujjjjhr@@","O=C([C@@H]1CCCN1)N1CCCCC1"
"decoy_354","0.577202","0.506111","0.814727","0.79138","0.564276","0.510713","-8.181","dcnH@BAIf[WXUui`PH@@","[H]/N=C1\C=Cc2ccccc2C1=O"
"decoy_3540","0.511954","0.482035","0.791463","0.703546","0.577855","0.542521","-10.533","fdepb@LD|zH@cIEDeidihcSfk^CSU@DMLPHH`","O=C1NC(=O)c2cc(/N=C3\NCCCS3)ccc21"
"decoy_3543","0.327685","0.296196","0.663411","0.583971","0.392371","0.38021","-4.453","fnsI`@DXIx@mILrkMnJtXxMVmUSSUT@E@@@","O=C(CNc1ccccc1)NN1C(=O)NC2(CCCCC2)C1=O"
"decoy_3544","0.439118","0.38917","0.667245","0.686678","0.528808","0.478387","-6.435","f`qQ@@DV@drrkN|cN|uA@@@@@@","O=C(NCc1cccnc1)c1ccccc1"
"decoy_3547","0.458844","0.32338","0.826761","0.680982","0.498708","0.385069","-5.335","fnkP`@LL@{IEDeJhdilhdjBYrwjmjVj@Hh@IB@d@","C1=C[C@H](c2cccc(OCc3ccccc3)c2)c2cn[nH]c2O1"
"decoy_3549","0.429497","0.369074","0.66298","0.656958","0.533103","0.470726","-4.326","f`qQ@@D^@drrkN|cN|uA@@@@@@","O=C(NCc1ccncc1)c1ccccc1"
"decoy_3550","0.432286","0.367238","0.747942","0.767283","0.526193","0.468954","-4.995","fluab@NLlD@QdbbTjbRfRQJF]EMRm@DUTP@@","O=C(Nc1ccc2c(c1)OCCCO2)c1cccs1"
"decoy_3552","0.442975","0.390257","0.706534","0.700819","0.470813","0.441936","-4.675","ffcH@@@XhiJYWeU}eZ\LxmP``HHh@@@@@","c1ccc(CCNc2cc(Nc3ccccc3)ncn2)cc1"
"decoy_3553","0.401425","0.35635","0.629681","0.630209","0.510224","0.468915","-7.567","fluIB@FRTzp@aJY}VV]\TLzJZYjjViZ`@@","O=c1n(CCNCc2cccs2)nc2ccccn12"
"decoy_3559","0.426343","0.3889","0.639411","0.617801","0.547871","0.506223","-8.773","f`iq@@DF\AIeU]YRTEIwfj@JZP`@@","O=C1Cc2cc(Cc3cc[nH]n3)ccc2N1"
"decoy_3561","0.324506","0.290598","0.59081","0.565528","0.43104","0.391686","-5.136","foAab@APPh@QddaRrTreFV\mUTuUPh`@","O=C(CC1CC1)NC[C@H]1CCS(=O)(=O)C1"
"decoy_3562","0.424309","0.379347","0.690877","0.6141","0.502031","0.446196","-6.568","foApb@LBMA@@cIIBhhddmNMYZ`dJA@@","O=S(=O)(Nc1ccn[nH]1)c1ccccc1"
"decoy_3565","0.614511","0.502429","0.829736","0.701533","0.651101","0.544676","-7.458","dgH@Dk`RYY~UJcmje`@`Hi@","[H]/N=C1\NC(=O)/C(=C\c2ccccc2)N1"
"decoy_3567","0.33746","0.367565","0.610654","0.681805","0.388109","0.418626","-5.414","dg}D@DhErJIQIJECIvuUUUTfKd@","O=C(NC[C@H]1CCCO1)[C@H]1CCCN1"
"decoy_3572","0.221755","0.207485","0.43359","0.417881","0.316172","0.295524","-7.549","fdyPb@LN``@QddaRTTRRVlGtUjh@@@@@@","O=S(=O)(Cc1ccccc1)NCc1cccnc1"
"decoy_3573","0.345103","0.303022","0.64412","0.620531","0.408718","0.381311","-4.631","fnkQ`@KI@`vQQJQIIQQFqIJ]kv`uZuUUSUP@UFIQRu@@","O=C(COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)Nc1ccccn1"
"decoy_3577","0.479277","0.325255","0.701848","0.618496","0.540076","0.394419","-5.905","dg@`LI`BDigue\h{ifX@HBF`","C(=N/Nc1nccs1)\c1ccccc1"
"decoy_3578","0.292853","0.269527","0.587829","0.591928","0.346411","0.330752","-5.591","fluP`@DFAsHhheDhXddVB]zJVjfjjjjhRP@","O=C1CC2(CCCC2)CC(=O)N1C[C@H]1CCCCN1"
"decoy_3579","0.493704","0.451015","0.729121","0.738594","0.598808","0.55791","-8.745","dmMH@DhDfUmZZUZh@H@@","O=C1CNc2ccccc2N1"
"decoy_3580","0.290719","0.26782","0.520075","0.494371","0.346645","0.334415","-5.229","ffsI@@HDyhBTl|rkoZxIhs`ekSUPJD@APHQJH@","C1=C(c2ccccc2)N=N[C@H]1[C@@H]1NC(c2ccccc2)=NO1"
"decoy_3581","0.193616","0.184971","0.440052","0.434273","0.25956","0.25736","-6.485","fhyP`@DNAIIefUWeUcN|EjjjjjjIbDfhY@@","O=C(N[C@H]1C[C@@H]2CC[C@H](C1)N2)[C@@H]1CCCOC1"
"decoy_3582","0.438696","0.391477","0.689141","0.702195","0.52846","0.483878","-4.743","fdeQ@@DNAdTRbbRRtJUXw`qZ`@@HhH@@","O=C(Nc1ccc2c(c1)NCC2)c1ccccc1"
"decoy_3585","0.402691","0.430877","0.702849","0.810613","0.474402","0.506902","-6.085","dcmH@DHDfY{TfWZZ`@P@@","Oc1ccnn1-c1ccccc1"
"decoy_3587","0.360222","0.296775","0.576958","0.550027","0.468238","0.395435","-6.32","fbmpP@DXXBWdyEDeDdhTidiJ\ENVjZd@bjH@@","O=C(NCc1ccc2c(c1)OCCO2)Nc1ccon1"
"decoy_3590","0.588325","0.501335","0.82262","0.844163","0.719242","0.630628","-7.183","f`qQ`@DDARRSKJl{rL{sUUPPDPq@@","O=C(NNc1ccccc1)[C@@H]1COCCO1"
"decoy_3595","0.518365","0.417188","0.807449","0.786414","0.614027","0.52377","-4.663","f`qP`@DXAiIeYUgUV]yjjjjjhBP@","O=C(NC[C@H]1CCCO1)NC1CCCCC1"
"decoy_3599","0.546067","0.470247","0.710431","0.711734","0.545429","0.498512","-5.027","f`iHB@LTYH@QdbbbRReREjRg^hFBP@H@@","c1ccc2nc(Sc3nc[nH]n3)ccc2c1"
"decoy_3600","0.346486","0.374184","0.664073","0.686022","0.415516","0.449628","-4.123","fleQb@NZ`aP@cIIBedidhdf\beZjij@B@@@","O=C(CN1CCS(=O)(=O)CC1)NCc1ccccc1"
"decoy_3602","0.556389","0.456136","0.868634","0.866316","0.675947","0.587988","-4.367","dg~H@DCHhdhcDdwG[UU@A@@@","O=C(CCc1ccccc1)NC1CC1"
"decoy_3603","0.349347","0.317778","0.6134","0.589784","0.410164","0.380196","-5.392","fluQa@LQ`ap@a`QddaTTRRLrRmV}EJuREAERP@@","O=S(=O)(Nc1ccc2c(c1)OCCN2)c1cccs1"
"decoy_3604","0.480996","0.554714","0.774502","0.815431","0.513576","0.608059","-6.828","ffcqP@DXtCbcIrJJIIZJYIFIDYxIZmUMMMUMRpX`@","O=C(CN1C(=O)N[C@@H](c2ccco2)C1=O)NCc1ccco1"
"decoy_3608","0.575817","0.482611","0.818132","0.77085","0.685088","0.596782","-8.334","foAP`@BNA[HhheDdcIJLyjjjij`b@@","O=C1CN([C@H]2CCCCCC2=O)CCN1"
"decoy_3609","0.352032","0.368801","0.631476","0.645774","0.444553","0.464371","-7.189","fnsH`@DDUx@TfVUYw]eYF]zkVhH@@J@@@@@","O=C(NNc1cc(Oc2ccccc2)ncn1)c1ccccc1"
"decoy_361","0.38173","0.324049","0.711605","0.676616","0.449877","0.408221","-5.312","fhi`b@LPP@HrRPiQQIIXwgAVjjjjj@@","O=S(=O)(CC1CCCCC1)NC1CCCCC1"
"decoy_3613","0.451546","0.378346","0.746206","0.715624","0.570634","0.505074","-4.385","fdyp`@DXtBJSJrj}jhpXmUUUUUP@@","O=C(NCCN1CCOCC1)NC1CCCCC1"
"decoy_3614","0.446073","0.403884","0.702728","0.656934","0.569009","0.523268","-6.804","fbmI@@DDDDBSKJkwJ|mNBgKTBDMUJLBCH","O=C(N/N=C/C1=c2ccccc2=NC1)c1cccnc1"
"decoy_3616","0.433487","0.466145","0.677481","0.823306","0.470569","0.512957","-6.31","f`q``@I@ydTTRbjbRXIwfifh@H@@","O=C1CCCC(=O)C1=CNc1ccccc1"
"decoy_3620","0.29088","0.266761","0.580275","0.506786","0.327751","0.310604","-6.738","flmX@@@XISSldTTVTRbVQisQg^bejjj`TBhpaLgD@","NC1=N[C@@H]([C@@H]2C=CN=C2)N2c3ccccc3N[C@@H]2N1"
"decoy_3622","0.203677","0.187034","0.430629","0.388473","0.297","0.277882","-5.012","fj}Pb@NZ``@QddaRrbbbRRuFArdjuUT@@@PHiAP@","O=S1(=O)CC[C@@H](N[C@H](c2ccccc2)c2ccccn2)C1"
"decoy_3623","0.388337","0.357893","0.692177","0.659805","0.448908","0.398196","-6.548","dew@`Dq`BDfUUJaej`@@@","S=c1[nH]c2cccnc2[nH]1"
"decoy_3624","0.491626","0.348969","0.782","0.622594","0.506262","0.387069","-5.026","foQQ@@LLAdbbReTRUALyYuRuP@RPD`@","C1=C[C@H](c2ccccc2)c2cn[nH]c2O1"
"decoy_3626","0.396496","0.333335","0.636206","0.636953","0.457836","0.41378","-6.44","dg~D@D@\bbTbRJQ\]mUSUU@@","O=C1CC2(CCCCCCC2)C(=O)N1"
"decoy_3632","0.415558","0.369079","0.750685","0.638557","0.523212","0.466","-6.054","fj}HR@B\e{@cN@DYHhdeDUEDlXs`XyKTuMTmURp@@","O=C(CSc1nnc(-c2ccco2)o1)NC(=O)NC1CC1"
"decoy_3636","0.431521","0.327895","0.750876","0.606977","0.505718","0.412939","-4.759","ffcp`@DL\BbSKMjsZkz}DnZmSA@DAQA@@@","O=C(Nc1ccccc1)C(=O)Nc1ccc2c(c1)NCCC2"
"decoy_3639","0.478115","0.419731","0.725372","0.71184","0.564184","0.513724","-4.853","fhiQB@LRD@HrQQIJHzIKboAhHFH@@@@","O=C(CSc1ccccn1)Nc1ccccc1"
"decoy_3640","0.542855","0.45156","0.843071","0.847841","0.611788","0.53528","-6.717","dk]@`ML@aJYUg^WShHIFH@@","c1ccc(SCc2cn[nH]c2)cc1"
"decoy_3647","0.372157","0.350033","0.738829","0.670073","0.426628","0.408939","-7.179","fbmp`@DXBAbSJmrkNyJVBgKUMUTDAQBb@@","O=C1NC(=O)[C@](Cc2ccccc2)(C2CCNCC2)N1"
"decoy_3648","0.470537","0.432859","0.69388","0.672092","0.565235","0.528127","-5.266","fhiqB@LLdH@QdbbRTQtRWE^CPPLP@@@@","O=C(CSc1cccnn1)Nc1ccccc1"
"decoy_3652","0.427302","0.307045","0.627231","0.569577","0.506359","0.386491","-6.178","flupb@LBepp@aJY~WUeRTdjJZZijh@E@@@","[H]/N=C1/SCC=C1c1nc(COc2ccccc2)no1"
"decoy_3653","0.442942","0.370873","0.740182","0.757744","0.591658","0.52299","-8.828","f`i``@D@Ldrjs|iJBT{sU@QSPH@@","O=C1Cc2cccc(Cc3ccco3)c2N1"
"decoy_3654","0.180729","0.177684","0.421421","0.414841","0.243602","0.243928","-4.538","fdya@@E@ReYU_eYZCFjBBJjb@@","c1ccc(COCCCNC2CCCCC2)cc1"
"decoy_3655","0.565752","0.498765","0.829268","0.775622","0.613929","0.570853","-8.27","dmMH@DpDfUmZZUZZiV@@","O=c1nc2ccccc2c[nH]1"
"decoy_3659","0.362604","0.377041","0.706862","0.72776","0.410505","0.437666","-6.973","fhyH@@@PXYJWVYYwAMN|FZjjjjZQrRP@","c1n[nH]cc1CN1CCCC[C@@H]1[C@H]1CCCN1"
"decoy_3660","0.486196","0.43677","0.690415","0.690486","0.562714","0.524372","-4.975","fhiqB@LDdH@QdbbRTQtRWE^CPPLP@@@@","O=C(CSc1ncccn1)Nc1ccccc1"
"decoy_3662","0.417283","0.367317","0.66183","0.653745","0.448009","0.415243","-4.729","fj}H@@@XhiJYWeU~UipsleBB@`b@@@@@","c1ccc(CNc2cc(Nc3ccccc3)ncn2)cc1"
"decoy_3663","0.35803","0.311671","0.708237","0.645869","0.425954","0.386829","-7.486","ffcq`@DX|CcdfYUmU~UHrwbuZjZjj`@h@@","O=C1NC2(CCNCC2)C(=O)N1CCCOc1ccccc1"
"decoy_3664","0.310863","0.2806","0.549208","0.536447","0.445416","0.411793","-6.953","ffcQ`@DZARrSJvkmkJtYIQZmT@ELp@P@`z@","O=C(/C=C/c1ccccc1)Nc1ccc2c(c1)NC(=O)CO2"
"decoy_3665","0.379231","0.394798","0.708542","0.736798","0.429644","0.458086","-8.105","f`iH@@@PX[IDleEDhU`bmN}MUUUTtcdd`@","c1n[nH]cc1CN1CCC[C@@H]1[C@H]1CCCN1"
"decoy_3668","0.418313","0.437442","0.628989","0.628448","0.432311","0.456719","-6.504","dk_H`LJ^@HrQQHsQHjtzZffiBDP","O=C(/N=C1/NCCS1)c1ccc[nH]1"
"decoy_3669","0.333187","0.309327","0.6913","0.704125","0.415333","0.388944","-5.574","fbmP`@DN@kHheDdhlhYeHuoIruAAQUUEHyMH@","O=C(NC[C@H]1OCC[C@H]1N1CCCC1)c1ccccc1"
"decoy_3671","0.437069","0.368566","0.731847","0.751515","0.550226","0.488324","-6.279","dk^D@JADfV~UImMjj@BHr@@","O=C1OCC[C@@H]1Nc1ccccc1"
"decoy_3676","0.429501","0.383059","0.70351","0.705635","0.535402","0.488818","-7.555","dmO@@@`diWe\JUfh@D@@","c1ccc(-c2ncn[nH]2)cc1"
"decoy_3680","0.291187","0.279791","0.770521","0.70725","0.40674","0.395833","-5.077","ffcI@@DT}TBSKJl{{JrL{qZmUUUUUUUPq@@","O=C(NCC1CCN(C2CCNCC2)CC1)[C@@H]1CCCCN1"
"decoy_3685","0.375272","0.341359","0.57397","0.568202","0.513548","0.481061","-8.483","fhyqB@LDLD@QdbbbRRtJPmJl{u@@@QRD@@","O=C1Cc2ccc(Sc3ncccn3)cc2N1"
"decoy_3688","0.453651","0.373959","0.840235","0.832268","0.569842","0.494168","-3.047","fhia@@D@RYVYU]t{pVjjjjj`@@","O=C(CC1CCCCCC1)NC1CCCCC1"
"decoy_3691","0.542366","0.432606","0.784496","0.774241","0.569568","0.483839","-5.711","fdePb@JRDh@PeJvs{JxIrPXuUSM@AQCB@@","O=C1N[C@]2(CCSC2)C(=O)N1Cc1ccccc1"
"decoy_3693","0.328189","0.286086","0.627599","0.526728","0.403679","0.364579","-6.412","fnsI@@DVcTFQQJJIIKEIJJJlYqVmP@@ATtpHHQ`","[H]/N=c1/cc/c1=N\CCc1ccc(NC(=O)c2ccncc2)cc1"
"decoy_3694","0.407599","0.362084","0.699665","0.62493","0.448769","0.423695","-6.613","ffcPR@NBXiw`AFRJIRiSQQYIHe@qKViViiZ`B@@@","O=C(NNC(=O)c1cc2ccccc2oc1=O)c1cccs1"
"decoy_3696","0.480494","0.449701","0.692347","0.673889","0.581127","0.550141","-5.093","fhiIB@LDdhP@cIEDdhchdnJ|F``X`@@@@","O=C(CSc1ncncn1)Nc1ccccc1"
"decoy_3698","0.262517","0.255448","0.527964","0.525109","0.322659","0.312864","-5.684","dg}H@DDDfVUYyO[ZjjjjcD@","O=C(NCC1CCC1)[C@H]1CCCNC1"
"decoy_3702","0.478329","0.405867","0.832825","0.85206","0.649709","0.578411","-4.783","foAa@@D@RYVYU]NMYjjjjj@@","O=C(CC1CCCC1)NC1CCCCC1"
"decoy_3704","0.551501","0.390543","0.833425","0.72946","0.638289","0.49971","-6.65","fjcQ`@DD@YJSKJlwJJs`ardkTBEQUUEREHL`r@","O=C(N/N=C1\C[C@@H]2CC[C@H]1C2)c1ccc2c(c1)OCCO2"
"decoy_3705","0.341182","0.368989","0.644029","0.629737","0.420079","0.442405","-4.029","fbmhb@LJuxLD@BLddJbbRQrbRmV\gJuRC@UKD@@","O=S(=O)(Nc1ccc(-n2cccn2)cc1)c1cn[nH]c1"
"decoy_3707","0.387792","0.376442","0.708183","0.635003","0.453656","0.44642","-7.525","fjcY@@D\D{pPYEDhhhdeDdyiud~CdkT@D@SEAP@@","O=C(Nc1ncccn1)c1cc(C2CC2)nc2[nH]ncc12"
"decoy_3711","0.228564","0.227771","0.575467","0.529287","0.290024","0.291969","-8.098","ffsX@@@\EKU\dRTLRrRbRfQJRUGIZ`AUUSRuENFQRs@@","C1=C[C@H]2N=CC=C2C=C1CN[C@H]1NN[C@H](c2cccnc2)N1"
"decoy_3714","0.210912","0.19951","0.463268","0.455251","0.25982","0.250829","-4.812","dg}H@DDDfV_eZx{ZjjjjcD@","O=C1NCCC[C@@H]1CN1CCCCC1"
"decoy_3715","0.298981","0.223914","0.488288","0.394764","0.402931","0.308346","-5.646","f`iI@@HDyhFRIQZJIIGAMF]zfj`TBaBIQ@@","C1=C[C@H]([C@@H]2NC(c3ccccc3)=NO2)N=N1"
"decoy_3716","0.472109","0.428968","0.684111","0.656512","0.524797","0.481677","-7.024","f`qI@@DDUhBSKJl{rL{sTD@@@@@@","O=C(NNc1ncccn1)c1ccccc1"
"decoy_3717","0.428768","0.508036","0.714738","0.844855","0.515695","0.602581","-6.245","ffcPP@DXAsQdfYUnW^uHqpRuZjZfj`@h@@","O=C(CN1C(=O)NC2(CCCCC2)C1=O)Oc1ccccc1"
"decoy_3720","0.53617","0.465554","0.822801","0.843169","0.588358","0.525429","-4.455","dcnH@DCHheEDcpkkTE@P@@","O=C(NC1CC1)c1ccccc1"
"decoy_3721","0.472813","0.402901","0.752207","0.71971","0.572362","0.500016","-7.938","fjcQ`@DF@KVQQJIQJXyQIDhIRkYJuUULt@EPSBHjIT@@","O=C1N[C@@H](C(=O)NCc2ccccc2)[C@@]23C=C[C@@H](C[C@H]12)O3"
"decoy_3722","0.423045","0.335866","0.735632","0.567435","0.500956","0.420284","-6.833","fbmhb@NB\gKE@BLdTReRfbRRQJ^BgMRmS@ASD@@","O=C(NNC(=O)c1cccs1)c1cnc2[nH]ncc2c1"
"decoy_3726","0.494883","0.415597","0.827752","0.840354","0.551676","0.489934","-4.088","dk^H@DCHheEDbnGSZjjjh@@","O=C(NC1CC1)C1CCCCCC1"
"decoy_3734","0.462885","0.355143","0.721479","0.63118","0.46885","0.381395","-5.502","fjcq@@LLJCIEDeBeEDdejBYpNTejVj`@@BP`I@@","C1=C[C@H](c2ccncc2)c2c(-c3ccccc3)n[nH]c2O1"
"decoy_3740","0.413883","0.357342","0.69373","0.704348","0.460275","0.422256","-5.08","fluP@@@JRfUWuYWENRbejifj@A`@@","c1ccc(CCNCC2=c3ccccc3=NC2)cc1"
"decoy_3743","0.303121","0.294835","0.651152","0.639343","0.375496","0.379084","-4.815","fhiq@@DJtAIeeU{VVoAZjjjjj@@","O=C(NCCN1CCCCC1)C1CCNCC1"
"decoy_3744","0.514316","0.444125","0.75862","0.757074","0.591014","0.534711","-9.195","fb}Q@@DR@drrkMjnRdc^SGKTD@@@A@PI@@","O=C1N[C@H](c2ccccc2)c2c1cnc1ccccc21"
"decoy_3745","0.562633","0.375221","0.738637","0.651666","0.648076","0.47506","-7.012","flePa@NBXh@PXHrQQJUJYJIHeHijUjZ`@`@@","O=C(CSc1ccccc1)NNC(=O)c1cccs1"
"decoy_3748","0.475716","0.475291","0.722603","0.790889","0.515705","0.533854","-8.788","f`qPb@I^Dx@PeL~wJvJV}SKMUMPHT`","O=C1CN(C(=O)/C=C/c2cccs2)CCN1"
"decoy_3749","0.310192","0.291127","0.616375","0.581663","0.366461","0.349925","-8.271","fdeH@@@PMEJUUuVUpS``qf`BjjhH@@","c1cc2[nH]ncc2cc1CCCN1CCNCC1"
"decoy_3751","0.437545","0.372968","0.734487","0.649365","0.506666","0.457543","-6.859","fakp`@DDXBfQQJKIQQIQKQWvTe[ujYh@@@@@@PY@","O=C(N/N=C/c1cccc2ccccc12)C(=O)Nc1ccccc1"
"decoy_3752","0.481134","0.413731","0.752125","0.755744","0.510825","0.444169","-6.368","dcmH@DXDfYeTYWVjjjjL`@","O=C([C@@H]1CCCN1)N1CCCC1"
"decoy_3753","0.446934","0.456629","0.690848","0.808968","0.528981","0.552947","-7.034","fluq@@D\TAIfVW}eV\ejJVjVYh@J@@@","O=c1cc(NCc2ccccc2)nc2ccccn12"
"decoy_3754","0.430504","0.304979","0.729658","0.611388","0.487716","0.382651","-6.572","fdyp`@DXTAfQQIQSIJEKQ`qZijjjj`@@","O=C(CN1CCCCC1)NC(=O)NC1CCCC1"
"decoy_3755","0.343995","0.258138","0.552672","0.469781","0.385791","0.310589","-4.081","fdea`@M@HkHhhiLhuDeS`iAbtuTt@EBLJd@@","O=C1C(=O)[C@@]2(C(=O)Nc3ccccc3)CC[C@@H]1C2"
"decoy_3756","0.568852","0.413539","0.798804","0.72658","0.708291","0.550701","-6.515","f`qQB@NBX@HrQQJUIQIDh{uRmL@D@`J@","O=C(N/N=C/c1ccccc1)c1cccs1"
"decoy_3757","0.472416","0.406693","0.827386","0.858654","0.524551","0.467182","-4.757","flma@@D@RYYiUWgWkA]ErVhJ`jJbkAiYN`@","O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1"
"decoy_376","0.389759","0.341958","0.67665","0.546189","0.507417","0.446552","-6.463","fhyy@@DTYrVg@rJIQQIIHjRmF|EjZYjef@@","O=C(Nc1ccn[nH]1)c1nc2ncccn2n1"
"decoy_3761","0.490297","0.427685","0.701135","0.700341","0.518993","0.481806","-7.103","dk_@`LK`BLdTRRaR[mNfj@A@@","c1ccc(CSc2ncn[nH]2)cc1"
"decoy_3762","0.298621","0.289371","0.616166","0.593223","0.380403","0.369106","-6.409","flup`@DTT@vQQJIHiSQITxJTTmUUTp@THpiH@","O=C(N[C@@H]1C[C@@H]2C(=O)NCC[N@]2C1)c1ccccc1"
"decoy_3763","0.299593","0.220125","0.504529","0.411142","0.402603","0.319094","-6.938","fdeq@@DR\CHheEDdehTjqoAbu@@@QPP@@","O=C(Nc1ccc2c(c1)NCC2)c1cccnc1"
"decoy_3766","0.361228","0.375616","0.603966","0.673385","0.431548","0.436516","-6.666","fj}q`@D\bAfdfYewnV^V`irUjfj`@@H@@@","O=C(Nc1cccc2ncccc12)C(=O)N1CCOCC1"
"decoy_3768","0.401504","0.349982","0.615856","0.630042","0.47031","0.433518","-6.093","dcnD@D@\bbTbRI\nmUSUP@@","O=C1CC2(CCCCC2)C(=O)N1"
"decoy_3769","0.465625","0.428905","0.688713","0.680848","0.46599","0.430554","-7.569","dg~D@LATie^Uzx{ifP`HBDP","Oc1cco/c(=N\c2ccccc2)c1"
"decoy_3778","0.362779","0.39166","0.665094","0.712156","0.404444","0.456332","-7.725","fhyH@@@PYiJWUYe[AK^\FZj``bQ@@","c1cc(CNCc2cn[nH]c2)c2[nH]ccc2c1"
"decoy_3784","0.315639","0.274247","0.647918","0.634893","0.377086","0.348446","-4.421","fbmQ@@DR@drlllnoKWdqruMUPTDTHIFJAH","O=C(/C=C/c1ccccc1)N[C@@H]1CC[N@@]2CCCC[C@H]12"
"decoy_3786","0.297736","0.319351","0.700389","0.698796","0.36848","0.39888","-9.676","ffcX`@DXT{rPQrJJIIKQIHsJBT{qZmUUTsSUU@@@","O=C(CN1CCN(C(=O)NCc2cn[nH]c2)CC1)NC1CC1"
"decoy_3787","0.246085","0.218213","0.428955","0.436704","0.368305","0.332776","-5.517","fhyq@@HLTCIDhThhdilDMypZVh@@B@@@","c1cnc2c(NCc3ccno3)cccc2c1"
"decoy_3789","0.644608","0.550249","0.923533","0.907815","0.715244","0.621334","-9.138","dmND@DCdfVUrjUZ`PH@@","O=C1NC(=O)c2ccccc21"
"decoy_3792","0.358009","0.310691","0.643219","0.583364","0.40806","0.367606","-6.04","flup`@DXbCbSLjwJkdXzHTmUMPTDT@@@","O=C1NC2(CCNCC2)C(=O)N1Cc1ccccc1"
"decoy_3793","0.663565","0.531117","0.866925","0.829638","0.74911","0.638649","-8.75","dk]H@DXDfU^UimMjV@B@@","O=c1cc(-c2ccccc2)nc[nH]1"
"decoy_3794","0.3115","0.282751","0.584973","0.583742","0.390975","0.357232","-4.68","foQP@@@ZrRJIJIYGfaJlzjjB`JHPP@","c1ccc2c(c1)CC[C@@H]2N1CCNCC1"
"decoy_3796","0.571635","0.496042","0.743187","0.76292","0.688128","0.61186","-6.555","dk_H@Dq`rJIJJIDYtvjB`H@@","O=C(Nc1ccccn1)NC1CC1"
"decoy_3799","0.557436","0.393293","0.766109","0.646966","0.583552","0.427046","-6.255","dmND@DCdfV[zFUZjZjSDL@","O=C1NC(=O)[C@@H]2CCC[C@H]1C2"
"decoy_3801","0.39528","0.352043","0.735002","0.726318","0.486266","0.445988","-4.783","fnka`@G@PEIeUe]vyTeAJMZkVjjjjf@BhhQTSHIF`@","O=C1C[C@H]2CC[C@@H]3CC[C@@H](NC(=O)c4ccccc4)C[C@H]3[C@@H]2O1"
"decoy_3803","0.358688","0.397475","0.705619","0.753157","0.43251","0.467667","-5.207","f`qqB@L\Tp@PeKmjrnBN}USUUUTBH@","O=C(NCCN1CCCCC1)[C@@H]1CSCN1"
"decoy_3804","0.34208","0.359587","0.59573","0.646837","0.377405","0.405672","-2.909","ffcqb@DXXJIPABSJsKsoZz\EIZmTC@@DUA@@@","O=C(NC(=S)Nc1ccccn1)c1ccc2c(c1)OCCO2"
"decoy_3808","0.629661","0.615474","0.849488","0.899908","0.664869","0.678514","-9.512","dk|h`LF]L@aJYWURkaWZeZZZ`@","O=c1[nH]nc2c3ccsc3ncn12"
