"Compound","Tanimoto_SC_ref0_AB","Tanimoto_SC_ref1_AB","Tversky_SC_ref0_AB","Tversky_SC_ref1_AB","Carbó_SC_ref0_AB","Carbó_SC_ref1_AB","Structure of SMILES [idcode]","SMILES"
"decoy_3231","0.417865","0.302164","0.665045","0.526429","0.479412","0.362195","fluIB@LF}GP@cIEEhdeD]DlTUZJZYBAbfhP@@","O=C(Nc1ccn[nH]1)c1csc(-c2ccccc2)n1"
"decoy_3232","0.380426","0.39821","0.656465","0.719036","0.473359","0.49241","ec`TDH@LFHD@OAJkVUU]uueVICOG@lbemfj`hJJeh@HhH@db\`T@@","O=[P@]1(c2ccccc2)NN2C[C@@H]3C=CC(Cc4ccccc4)=C[C@H]3C[C@@H]2CO1"
"decoy_3233","0.320437","0.370693","0.557035","0.618941","0.387652","0.452326","ec`ZH@@CKBja`LdTRbTRfVbVbbjpfgfRQUSRvuAD@TEQHP@LP\H@","NC1=Nc2nc3ccccc3n2[C@@H](c2ccccc2OCc2ccccc2)N1"
"decoy_3234","0.314698","0.347369","0.584986","0.609793","0.425838","0.445778","figH`@DXuTA\bbbRTVRbfRcTxJtTyzMjj``jJZjJaq@@","O=C(NC1CC1)c1cccc(NC(=O)N2CC[C@H](N3CCCC3)C2)c1"
"decoy_3235","0.284642","0.37345","0.567857","0.66704","0.360294","0.447064","fcpb@LZgA@@cIIBhdeEhiddmBdjvVuzoZuAAQPTDUQE@R@@","O=S(=O)(NC[C@@H](c1ccc2c(c1)CCCN2)N1CCCCC1)c1ccccc1"
"decoy_3236","0.319307","0.412458","0.448777","0.631217","0.303031","0.407191","dk]H`FgPBDiguermNfZff`@","c1csc(CNCc2ccon2)c1"
"decoy_3237","0.316036","0.301949","0.823386","0.853616","0.435155","0.433215","fmaB@LY@DYHhhidhdeEXkDdRehn|dluuKUSMUM@AUDHp@","O=C1CCCC2=C1[C@H](c1ccccc1)C=CN2c1cc2c(s1)CCCCC2"
"decoy_3238","0.315911","0.372562","0.608917","0.797413","0.387386","0.44862","fbmaB@LB@DISL}wJkdYyL\uLs@@@D@@@","O=C(c1ccccc1)c1ccc(Nc2ccccc2)s1"
"decoy_3239","0.441847","0.468304","0.684139","0.712743","0.50057","0.522631","fi{pP@DXDAfoYEDeBhhlhdeBeSb\}FuSUMLu@@hBEh","O=C(/C=C/c1ccccc1)N(Cc1ccco1)c1c[nH]c(=O)[nH]c1=O"
"decoy_324","0.307067","0.389021","0.44283","0.590363","0.348741","0.424543","fbmpb@LBmA@@cIIBhhddmBeiuoIrmHTCERc@`R@","O=S(=O)(/N=C1\CN=c2ccccc2=N1)c1ccccc1"
"decoy_3240","0.280128","0.35225","0.547908","0.719461","0.346959","0.446602","fcQ`@DD@jJSLwJoONJdYXNZkvuT`p@PQ@A@@`q@","O=C1NN(c2ccccc2)C(=O)/C1=C\c1ccccc1OCc1ccccc1"
"decoy_3241","0.350114","0.358367","0.573272","0.57915","0.420056","0.425486","figHb@LZlFB@AFRRFJIIJiQISIJmhvR}FmTuST@@AP@@@","O=S(=O)(c1cc[nH]c1)N1CCN(Cc2ccc3ccccc3n2)CC1"
"decoy_3242","0.288777","0.340238","0.421942","0.531091","0.315406","0.37804","fbuPb@DXXh@Pdrlvj}jYr\mMPPP@@@aa@","O/C(COc1ccccc1)=N\C(=S)Nc1ccccc1"
"decoy_3243","0.265853","0.303654","0.498492","0.547418","0.336867","0.384796","fewh`@DTlFhOILj|kk\krtYhvRcfuU@ASUUUQTLh@","O=C1CN(c2ccc(NC(=O)N3CC[C@H](N4CCCC4)C3)cc2)CCN1"
"decoy_3244","0.413946","0.36782","0.735376","0.599714","0.474951","0.416229","fnkX@@@Xh[p\dTRTrRbRTjRiqw`qjtHHjijjjI`@@","c1nc2c(c(NCc3[nH]nc4c3CCCCC4)n1)CCNCC2"
"decoy_3245","0.350069","0.477008","0.595208","0.712477","0.419004","0.549335","fbmqB@LDbh@QdbbfRTQrbRqRQdyifjZjjjhNP@","O=C(CC[C@H]1CCCNC1)Nc1nc2c(s1)CCCC2"
"decoy_3246","0.346769","0.308899","0.604034","0.618667","0.442026","0.411378","fluQB@LDT@HrQQSIJHzIKEIFbffBAb@B@@@","O=C(Cc1ccccc1)Nc1nc2ccccc2s1"
"decoy_3247","0.298238","0.441437","0.53019","0.710229","0.347778","0.486248","figH`@DLETEDfVU[U^yWEIp\uzMjjhHHZjVFQbRP@","O=C(NCc1ccccc1)[C@@H]1N[C@@H](CC2=c3ccccc3=NC2)NO1"
"decoy_3248","0.327852","0.37963","0.632463","0.808264","0.387193","0.439428","fa{pB@LD\@HRfUU^UWmRTyHJV}ifidHH@B`arPU@","C1=C[C@@H](c2ccccc2)N2C(/C=C/Nc3ccccc3)=CSC2=N1"
"decoy_3249","0.475737","0.523143","0.722276","0.84359","0.55339","0.588949","fj}qB@LBSp@QdbbQfRTRTrQJ^CdmRsU@AUQ@@@","O=C(NCCc1ccc2c(c1)CCCN2)Nc1cccs1"
"decoy_325","0.276313","0.27833","0.5333","0.617447","0.320988","0.356241","dk\H`F@HRf_YWJtzYh@H@@","c1ccc(OCc2cccs2)cc1"
"decoy_3250","0.3127","0.374135","0.508135","0.615636","0.363918","0.447975","fjcpb@F\\Jp@cIEDhUeEEddbTEKp\ejUjjYZVjQIJP@","O=C1N=c2ccccc2=C[C@@H]1[C@@H]1NC(c2cccs2)=NO1"
"decoy_3251","0.406338","0.453966","0.632115","0.690175","0.468916","0.523494","fakQb@LF`cP@cIIBhdeD]DeLdjr\mzmPPLP@@@@@@","O=C(CNS(=O)(=O)c1ccccc1)Nc1ccc2ccccc2c1"
"decoy_3252","0.32188","0.373676","0.544371","0.666394","0.369956","0.434194","figqC@LRSD@PhHtDYHhdddiddYeDdRgIN}t]@aEMTt@DH@@","O=C(CSc1ncnc2scc(-c3cccs3)c12)Nc1ccccc1"
"decoy_3253","0.28843","0.304446","0.541646","0.559777","0.36504","0.38888","ec`RL@@DJOB`NelbbRbbRbTtJRLrV`UcfQSPrvsSURuTBaEUQPBJCA@","O=C(CN1CCC[C@H]1c1ccc2c(c1)OCCO2)/N=C1/C=CC2=NC=NC2=C1"
"decoy_3254","0.306645","0.399504","0.583695","0.685765","0.389855","0.468281","fi{i`@DXDZHFJrJIJEJYQIYJIJg@qzMjfijjjjih@@","O=C(CN1CCN(CC2CCCCC2)CC1)Nc1c[nH]c(=O)[nH]c1=O"
"decoy_3255","0.463238","0.443977","0.763155","0.682667","0.503724","0.488357","fagXb@JLyhwle@DYHhmMDhhblddlTUhuhi[vfZjdHBjib`Q@@","NC1=Nc2nc3cc4c(cc3n2[C@@H](c2cncs2)N1)OCCCO4"
"decoy_3256","0.412344","0.286596","0.661978","0.558537","0.476837","0.353551","fluq@@DTDCHheDdlhhdQR]zJVijZjjj`@@","O=C(NCCC1CCCCC1)c1cc(C2CC2)[nH]n1"
"decoy_3257","0.238586","0.333994","0.457565","0.563459","0.301849","0.397731","fmwpR@LAcAGl`BLddLTRRNTrTrbRdhuikVjB`IjZ@B@@@","O=C(Cc1ccccc1)NNC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1"
"decoy_3258","0.382883","0.368436","0.657448","0.637457","0.462739","0.461153","fakq@@DF\AIeeV[W~Ue[tV}Z``jJjjdiGHf@@","O=C(NC[C@@H]1CCCNC1)c1cccc(NC[C@H]2CC=CCC2)c1"
"decoy_3259","0.454897","0.334879","0.715728","0.554554","0.521649","0.392121","ec`Z@H@LIEDl`@aJYUUmU{WeRJNIOHbjemjABHHHZh@HD@@@","c1ccc(-c2c[nH]c(CNc3ncnc4scc(-c5ccccc5)c34)n2)cc1"
"decoy_326","0.410124","0.472049","0.693892","0.807853","0.482643","0.535081","fmoq`@DXtBJ\bbRbRTVbTvRaRUYpRufmjjjjjjjjjj@d@","O=C(NC[C@H]1CCC[N@]1CC1CCCCC1)NC1CCC2(CC1)OCCO2"
"decoy_3260","0.419276","0.480106","0.721447","0.760168","0.50882","0.556291","fmoq`@DIrAT\bbbbRRbJTQrbREIV`yfmjfjZjZh@JbDh@","O=C(NCc1ccccc1)[C@H]1CN(C(=O)c2ccoc2)CC12CCNCC2"
"decoy_3261","0.394878","0.375928","0.746015","0.805731","0.434565","0.417185","fluaB@LJ@DYHhhleD]DdRdcQSTmTu@AP@@","O=C(Cc1ccccc1)Nc1cc2c(s1)CCCC2"
"decoy_3262","0.321928","0.357159","0.616097","0.610435","0.405828","0.424723","figX@@@XhxMTie]YfU{wiqpTuzLHHjjYhH@h`I@@","C1=NN=C(c2ccccc2)[C@H]1CNc1cc(C2CCNCC2)ncn1"
"decoy_3263","0.405414","0.461422","0.606338","0.700615","0.495025","0.528174","dg}H@DdLbbTTRRLj]mUAPDQb@","O=C(Nc1ccccc1)[C@H]1CCNC1"
"decoy_3264","0.358151","0.351004","0.623095","0.638027","0.432622","0.439001","fi{H`@DDXDELbbTVRbbRRqbR|dL^cZfZA`d`@HAAd@","O=C(N/N=C/c1ccn(-c2ccccc2)c1)C(=O)Nc1ccccc1"
"decoy_3265","0.319653","0.368223","0.561744","0.669584","0.398936","0.449273","fmP`@OI@qIfY]nvVWWHrV`i[LZv`dHi`jBbbHDFH","O=C1/C(=C\c2c[nH]c3ccccc23)Oc2c(CN3CCCCC3)cccc21"
"decoy_3266","0.343631","0.365106","0.67117","0.635766","0.413693","0.415903","fmoh`@DLmGhMYEEDdehidhhddjIRZm{M[UUTuUHS@U@@@","O=C(Cc1ccccc1)NCC(=O)N1CCC2(CC1)NCCc1[nH]cnc12"
"decoy_3267","0.305555","0.306601","0.559707","0.57138","0.398479","0.390431","fegHa@BTdhRPAF@cIEDbideDedeDdR`XcgTmML@EP@P@`j@","O=C(CSc1nncs1)N/N=C/c1ccc(OCc2ccccc2)cc1"
"decoy_3268","0.371329","0.394421","0.683601","0.681284","0.467793","0.47002","fmopb@LZGA@@cIIBhdeEhiddYdeVSfkYkVhHJJB`Jhb`I@@","O=S(=O)(NC[C@@H](c1ccc2c(c1)CCCN2)N1CCCC1)c1ccccc1"
"decoy_3269","0.314996","0.353178","0.446602","0.619144","0.312879","0.395209","fdyab@MLxh@QdbbTjTrbRIPLZeZf`@`@@","O=C(COC(=O)c1cccs1)Nc1ccccc1"
"decoy_327","0.360192","0.430048","0.593574","0.816344","0.372001","0.452745","f`qPB@DX@DILkLjoiuoMT@@@@@@","S=C(Nc1ccccc1)Nc1ccccc1"
"decoy_3270","0.290089","0.421553","0.486846","0.633853","0.363322","0.48839","figqa@L^SAC`ADPcIIBhhd\ieDddaRt[I^cVhJ@fih@`@@@","O=C(Nc1nc2ccccc2s1)c1ccc(S(=O)(=O)NC2CC2)cc1"
"decoy_3271","0.359122","0.425957","0.656225","0.669905","0.411297","0.492312","fbuH`@DXIX@lbbRRbfRTJUgIruUMUP@QCb@@","O=C(Cc1ccccc1)NNC(=O)NC[C@H]1CCNC1"
"decoy_3272","0.265971","0.394277","0.456585","0.63381","0.321937","0.452547","fakhP@DXEjHFVBdrlzwk[Jtxhs^mTpDUM@@@@@","O=C(CONc1ccnc2[nH]c(=O)[nH]c(=O)c12)Nc1ccccc1"
"decoy_3273","0.455576","0.45306","0.705488","0.723127","0.513","0.502341","fjcQB@MET@HrQQIIZFIJYKENR]{IZABFjjjb`@@","O=C(c1csc2ccccc12)N1CCC2(CCNCC2)C1"
"decoy_3274","0.403078","0.394632","0.682103","0.709929","0.477299","0.471008","fewp`@FFlCRTszsJ|rj~JFmT_YuUTuM@@@EABB@@","c1ccc(Oc2c(CNC[C@H]3CCCO3)cnn2-c2ccccc2)cc1"
"decoy_3275","0.348698","0.405307","0.618231","0.634032","0.407892","0.455191","fegIb@LVSfBC@BLddJRRbbVVfRRWhejNZuMPLBUP@@BEH","O=C(CCNS(=O)(=O)/C=C/c1ccccc1)N=c1[nH]c2ccccc2[nH]1"
"decoy_3276","0.411705","0.441081","0.690184","0.654965","0.471566","0.493727","fhiH`@DTTDDlbbTRLrbRYspVjVZjj`@@","O=C(Nc1ccc[nH]c1=O)NC1CCNCC1"
"decoy_3277","0.255286","0.396298","0.473994","0.649483","0.324387","0.489491","fnsH`@DDXdELbbTVRbbRbVQ}dJZmZfZA`jIQ`PY@","O=C(N/N=C/C1=c2ccccc2=NC1)C(=O)Nc1ccccc1"
"decoy_3278","0.363245","0.373765","0.689451","0.714086","0.422416","0.438305","ec`\D@@I@n`DlbbbTTtTVRbTQrKBdcdWQPrvsUUTuUMAPELDHJaBQq@@","O=C1CCC[C@@H]2[C@H]1C(C1=CNN=CC1)[C@H]1C(=O)CCC[C@H]1N2c1ccccc1"
"decoy_3279","0.294718","0.441707","0.449615","0.865579","0.30322","0.454277","foQp@@@PXeLk{JxipUgSUU@@q@T@@","c1ccc([C@@H]2CCn3nccc3N2)cc1"
"decoy_328","0.303943","0.292469","0.570983","0.566203","0.360992","0.351108","ekhR@@@@HBjldRRTTRTTVRTufRpHLbrzJjvNZZB`A`J`@HDPp`R@@","C1=C(C(C2=CN=N[C@@H]2c2ccccc2)c2ccccc2)[C@@H](c2ccccc2)N=N1"
"decoy_3280","0.347652","0.438322","0.52345","0.684749","0.387945","0.456944","f`qQ@@DT@drlrj~gV|uPTEDP@@","O=C(CN1CCCCC1)Nc1ccccc1"
"decoy_3281","0.387517","0.495315","0.593426","0.676806","0.459847","0.529126","fj}qb@LBmAA`AFRREQQKQGQILEivRkTE@q@AABb@@","O=C(Nc1ccccc1)[C@H]1Nc2ccccc2S(=O)(=O)N1"
"decoy_3282","0.322318","0.384837","0.605554","0.655523","0.395934","0.461588","fewHb@L^SfB@AFRRFJIIKZYQ[QIUcNRT\uj`hHjZjjJ@@","O=S(=O)(c1ccccc1)N1CCC2(CC1)NCCN=C2NC1CCCC1"
"decoy_3283","0.251972","0.357448","0.474619","0.661736","0.316625","0.445186","ekh\D@@DJA@BdfVU[UgU}eRFAIGHljmcfijP`@BJ@B`HBH@@","O=C1N[C@H](c2ccc(OCc3ccccc3)cc2)c2c1n[nH]c2-c1ccccc1"
"decoy_3284","0.389777","0.441526","0.627846","0.686736","0.445323","0.494103","fncQb@LN`bp@cIIBhddmBdhdeFjuZ``aj`@@@@","O=C(CCNS(=O)(=O)c1ccccc1)NCCc1ccccc1"
"decoy_3285","0.316436","0.362262","0.596327","0.750758","0.394044","0.476969","figPb@LFeh@QdbbRbRbjbbRRvJBTWkQuMTkT@@@TDAP@","O=C(Nc1ccccc1)C1=C2SCC(=O)N2C=C[C@H]1c1ccccc1"
"decoy_3286","0.31986","0.449818","0.586616","0.687819","0.377379","0.497054","fmwqR@LBsACoI@DYIHUDdemLeLeDeQbcSVmHPQMST@D@@@","O=C(COC(=O)CNC1=NS(=O)(=O)c2ccccc21)NCc1ccccc1"
"decoy_3287","0.28266","0.374502","0.446364","0.624042","0.322481","0.424827","fj}iA@LZMYw@AD`cIEDcLeDhXdbTl{IZefijjjf@@","O=C(CSc1nnnn1C1CCCCC1)Nc1cccs1"
"decoy_3288","0.40964","0.412265","0.723646","0.744263","0.497872","0.499573","fegP`@DZAeIfUuYU_YTc@iGMjjj``b`@``Q@@","O=C1CC[C@H](CCNCCOc2ccccc2)N1CCc1ccccc1"
"decoy_3289","0.329651","0.318561","0.561937","0.518104","0.380856","0.368639","fewXb@LDXjhyS@DYHhdhihTeEeidfB|dk^ciji``@BJTH@@","O=C(CSc1nncn1-c1ccccc1)Nc1ccc2[nH]c(=O)[nH]c2c1"
"decoy_329","0.344873","0.421173","0.558065","0.653319","0.405337","0.461894","fa{h@@@TTFjTsLvnlkSdm^Bwh@PDUUP@A@@@","c1cncc(CN2CCN(Cc3ncc4ccccc4n3)CC2)c1"
"decoy_3290","0.403327","0.51598","0.617858","0.729455","0.4574","0.542046","fdepb@LBtip@aJYWgueIS``qjUjZijd@@","O=c1[nH]c(CNCc2ccco2)nc2sccc12"
"decoy_3291","0.389482","0.457273","0.691553","0.742326","0.479959","0.550034","fmopb@NIrrH@cIDeihdhdeD\hdlDUhNYkiYjjjfj@Bhaj@@","O=C(NCc1ccccc1)[C@H]1CN(C(=O)c2ccsc2)CC12CCNCC2"
"decoy_3292","0.33072","0.383161","0.656383","0.852555","0.437404","0.495805","flmpB@LD\@HrQQSQIIXqKEEVtZJZXJBbjhjFd@","c1ccc2sc(N3CC[C@H](N4CCCC4)C3)nc2c1"
"decoy_3293","0.40293","0.497263","0.642637","0.713033","0.45338","0.544262","fasQR@LQ`cQ``BLddJbRTQrfTRRkMzmPPLTt@@@@@","O=C(COC(=O)CNS(=O)(=O)c1ccccc1)Nc1ccccc1"
"decoy_3294","0.328751","0.314999","0.712087","0.735677","0.409034","0.404363","feopA@LZl@H|DYHhhddhdULdhTbTEiSleGN`XJJjj`@b`@@","c1ccc(SCc2nc(N3CCCC3)c3c4c(sc3n2)CCCC4)cc1"
"decoy_3295","0.393436","0.397726","0.674661","0.6616","0.429234","0.437078","fmH`@DX|dBdfYYU_me]UdcNrVkYkZjBPbjiZVJlRehE@@","O=C1NC(=O)N(c2ccccc2)C[C@@H]1[C@H]1NCCC2=c3ccccc3=N[C@H]21"
"decoy_3296","0.383495","0.363914","0.697223","0.603285","0.483917","0.452354","fegXB@DXYqw`ABSJsJkKk^}hyZN[STE@D@@@@BFD","S=C(/N=C(/NCc1ccccc1)Nc1ncccn1)Nc1ccccc1"
"decoy_3297","0.329992","0.28799","0.700326","0.736385","0.46309","0.475159","fdePB@LD@DISMjornJRtFMLDDP@P@@@","c1ccc(CCNc2nc3ccccc3s2)cc1"
"decoy_3298","0.299974","0.416307","0.539164","0.676789","0.370609","0.48065","figqb@LZ]YMPAFRJJIIJJyIIJIDhKTe]GTluTuUTuT`@@","O=c1[nH]c(CNCCCOCc2ccco2)nc2sc3c(c12)CCC3"
"decoy_3299","0.449482","0.511542","0.680996","0.722927","0.4802","0.532448","fluqB@FZCH@QdbbTRqRTRUFBUEMAPIUUTTKH@","O=C1CSc2ccc(NC[C@H]3CCCNC3)cc2N1"
"decoy_33","0.415621","0.336476","0.693868","0.68073","0.488446","0.429136","foA`@@@IRlrjzkF]U@@@@@@@","c1ccc(CNCc2ccccc2)cc1"
"decoy_330","0.286157","0.283823","0.511334","0.600184","0.306736","0.334331","foQ@`@@BRYfYWvBUXsf`B@@`@@","O=c1c2ccccc2oc2ccccc12"
"decoy_3300","0.313998","0.217889","0.599112","0.414848","0.381184","0.287376","fmohB@DXcUX@cHhdhdeELdebhdeVCeIYkZhH@@@BjhB@@","S=C(NCc1ccccc1)Nc1ccc2nc(N3CCNCC3)ccc2c1"
"decoy_3301","0.324496","0.339474","0.556519","0.568103","0.369548","0.376658","fmopb@DXsrP@aIefV}Wm^UhIp\efmijdDHZX@H`DMH","O=C1/C(=C/c2ccn(-c3ccccc3)c2)C(O)=NC(=S)N1c1ccccc1"
"decoy_3302","0.33073","0.27414","0.613917","0.511063","0.381932","0.337293","ekhTH@@BA`LbbbRTVRTRbVbVQDd|bjfZFvNZejjhI`jIVF@@@","O=c1cc2c(ccc1NCCC1=c3ccccc3=NC1)-c1ccccc1CCC2"
"decoy_3303","0.336332","0.375482","0.682929","0.683182","0.424514","0.450957","ek`VD@@DFEDlf`HlbbbbRRbJTQrRbRDdTtBrvNZjZjjfjh@IbBR@@","O=C(NCCNc1ccccc1)[C@H]1CN(C(=O)c2ccn[nH]2)CC12CCNCC2"
"decoy_3304","0.413536","0.319442","0.712937","0.628869","0.512953","0.417244","ffsp`@I^jBbTrn|kkJxipQkEkPPERuUUE@@@","c1cn(-c2ccc3c(c2)OCO3)cc1CNC1CCNCC1"
"decoy_3305","0.332002","0.386962","0.57066","0.657852","0.395478","0.467551","fj}p`@JLdABSKL}jsnpShyJuMTD@@DDBJAH","O=C1O[C@H](c2ccccc2)CN/C1=N\Nc1ccccc1"
"decoy_3306","0.357639","0.406545","0.588367","0.619997","0.406104","0.442104","fbuH`@DBtxBdfV_[UeZ\SejYijjjh@@","O=C(NCCN1CCCCC1)NCc1ccc[nH]c1=O"
"decoy_3307","0.316768","0.389069","0.508903","0.616706","0.388292","0.446487","fbmiC@JLyIu`AB``HQdbbTJVRfTRIPTdyjUjjZfiP@@","O=C(CSc1n[nH]c(-c2cncs2)n1)Nc1cccs1"
"decoy_3308","0.272795","0.299648","0.485381","0.556825","0.344599","0.361236","echTD@@DM@EDfYfVUv{U_hxtl|rbjzVfvZj`Z``A@@h`ppSDx`@","O=C1[C@H]2[C@H](CN3C=Cc4ccccc4[C@@H]23)C(=O)N1c1ccc2ccccc2c1"
"decoy_3309","0.298402","0.420105","0.525221","0.650326","0.357882","0.466038","fegpR@LFCAFa`BLddJbRTTJRbRRrkEkvZuA@qUAPHP@@","O=C(CNS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2)Nc1ccccc1"
"decoy_331","0.291034","0.369229","0.448347","0.798789","0.321835","0.398033","fbca@@H@RenU{VuqQ`eZ]yNZZjjjjjinHQIRLTijVP@","C1=NO[C@H]2[C@@H]1C[C@@H]1[C@@H]3CC=C4CCCC[C@@H]4[C@@H]3CC[C@H]12"
"decoy_3310","0.395155","0.376949","0.643336","0.665615","0.441402","0.430959","figIB@LDbdH@cIEDeEDddheDuf\}VJ^cijhJ`Y@@R@@@","O=c1[nH]ncc2c1nc(SCc1ccccc1)n2Cc1ccccc1"
"decoy_3311","0.384946","0.409347","0.656686","0.721423","0.433394","0.440997","fewp`@DX|CNQQQIQIIXiIJIHcMNmx\vjb`hjj@@H@@","O=c1[nH]c2ccccc2n1C1CCN(CCCOc2ccccc2)CC1"
"decoy_3312","0.421665","0.306325","0.656121","0.534758","0.52691","0.403745","fewqb@LZ}[KPAFRJJIIJIDiIIQHeAZTx\zefjfjjiji@@","O=c1[nH]c(CNCCCOCc2ccco2)nc2sc3c(c12)CCCC3"
"decoy_3313","0.358787","0.424694","0.592727","0.659498","0.387686","0.474226","fegIa@L^SfBK@BHaFRRFJIIKEJYJIIUcNGMZhJBJZ`@`@@","O=S(=O)(c1ccc(NC(=S)NNc2ccccc2)cc1)N1CCOCC1"
"decoy_3314","0.340989","0.394038","0.668055","0.679757","0.436631","0.467466","fmwqb@LJCAD`AFRREJJIY[QQQIHf\wlukUTuUUPTAQCr@@","O=C(CS(=O)(=O)NC1CCCCC1)NC[C@@H](c1ccccc1)N1CCCC1"
"decoy_3315","0.305663","0.366076","0.62183","0.823016","0.39857","0.464564","ffsp@@@TedbbbbRRRvaRISWkAKVYhJPd@B`@@","c1ccc(Nc2c(-c3ccccc3)nc3ccccn23)cc1"
"decoy_3316","0.358902","0.464092","0.587435","0.695124","0.455773","0.551663","fnsqB@LDLH@PeLzsZk|kbc`u[SMLDDP@P@@@","O=C(CNCc1ccccc1)Nc1nc(-c2ccccc2)cs1"
"decoy_3317","0.383803","0.468232","0.686626","0.726881","0.48182","0.554765","fa{pR@L^cAAV`BLddLTRRTtrRVdeFBfi^kUAPUEUMEPd`@","O=C1COc2ccc(S(=O)(=O)N3CC[C@@]4(CCCNC4)C3)cc2N1"
"decoy_3318","0.305686","0.388937","0.502146","0.624592","0.343415","0.443842","ff}Qb@NR`pP@aJmYoYeUxesUjfZ`@@@@@@","O=C(C[S+]([O-])CC(=O)Nc1ccccc1)Nc1ccccc1"
"decoy_3319","0.20957","0.349424","0.400211","0.600058","0.300877","0.446433","figIB@FZmeP@cIEEidhbhdlhdlTejJ^cifiZjjjjjhD`@","O=C1NC(CN2CCC(N3CCCCC3)CC2)=C[C@@H](c2cccs2)N1"
"decoy_332","0.441921","0.36562","0.796506","0.767839","0.523075","0.445481","fca@@K@rQQJIQQYII[EQIBu{LRkwPQ@A@DE@@@@@@","c1ccc(CCNCc2c(OCc3ccccc3)ccc3ccccc23)cc1"
"decoy_3320","0.304236","0.376435","0.606923","0.736855","0.388763","0.4553","feoH@@@X|wIEEEDdelThhdmRVgV|UhyaATUUUHPAT@@@","c1ccc2c(CN3CCN(c4ccc5c(n4)CCCC5)CC3)c[nH]c2c1"
"decoy_3321","0.360077","0.339658","0.552764","0.551171","0.384287","0.384131","ffsQ`@DZ@qVQQQQQIIEZYJgMF\DmVjhF``@JCFIqF`@","O=C1[C@H]2ON[C@@H](c3ccccc3)[C@H]2C(=O)N1c1ccccc1"
"decoy_3322","0.555082","0.550098","0.764633","0.839169","0.53971","0.514836","fdepB@MNB@HRf_e]Y\TUhLZYjjiij@@","c1csc(CC2CCN(Cc3cc[nH]n3)CC2)c1"
"decoy_3323","0.377439","0.330359","0.714945","0.638674","0.461406","0.430222","fcH`@DLmLEDfV[U[Ug^utzIV}WmjXHJJ``Jhb@@","O=C(NCCc1ccc2c(c1)CCCN2)C(=O)Nc1ccc2c(c1)NCCC2"
"decoy_3324","0.307481","0.38153","0.536151","0.618873","0.345611","0.405031","fmiA@LZM{o@AD`cIEDcLeEDeMCDebTmzJZ}fniYjjjijiYf`i@@","O=C(CS[C@H]1NN=C(C2=c3ccccc3=NC2)N1C1CC1)Nc1cccs1"
"decoy_3325","0.317948","0.295204","0.534917","0.595522","0.374998","0.382367","foQa@@F@Rf_fU|TejsjYjB@h@@","c1coc(CN2CCc3ccccc32)c1"
"decoy_3326","0.316958","0.316987","0.486351","0.513212","0.352847","0.359157","fleQA@DXX@HDDYEDeELdcDehtTmMTmP@HAFFT@","OC(/C=C/c1ccccc1)=N\C(=S)Nc1cccs1"
"decoy_3327","0.353345","0.380692","0.588503","0.65312","0.404184","0.440679","fmH@@@PCwIEDideEdTeEDebTUYwj}fnZ``hZjP`DhPJ^P@","C1=C[C@H](c2cnn(-c3ccccc3)c2)C[C@H]1NCc1c[nH]c2ccccc12"
"decoy_3328","0.307457","0.418462","0.533512","0.643052","0.353002","0.484971","fakpb@DXBph@cHhdhihddilYiZOdmztu@@AAMPPHXP","O=C(Nc1cccc(NC(=S)/N=C(\O)c2ccccc2)c1)C1CC1"
"decoy_3329","0.376306","0.341839","0.632432","0.608327","0.431986","0.409354","fewHB@LDYx@PeLkMjkOKjscdmgt]MUAPPEAPa@@@","c1ccc(CSc2nnc(CN3CCCC3)n2Cc2ccccc2)cc1"
"decoy_333","0.311814","0.31891","0.54979","0.581536","0.389144","0.436866","fmoHb@IJ|VB@AFRRFJIIK[QIYQIJlYvRsVm@@@EUT@@P@@","O=S(=O)(c1ccccc1)c1cnc(N2CCN(c3ccccc3)CC2)nc1"
"decoy_3330","0.31064","0.406424","0.438225","0.631804","0.331219","0.425682","fnkp`@DNrBbSKNrkONyFVCGMVmSRDDeTlM@daq@","O=C1N[C@H](c2ccccc2)/C(=C/c2cnc3ccccn23)C1=O"
"decoy_3331","0.368851","0.472821","0.639592","0.695249","0.430634","0.537998","fikpP@DDRB`hyEDdeELdehUDdxOQmUSAACP@@@@","O=C(CCC(=O)Nc1ccccc1)NNC(=O)COc1ccccc1"
"decoy_3332","0.398333","0.478774","0.66683","0.730115","0.489831","0.547149","fbmPa@LN``@PDHrRPiQQQIJKVc{HTkUUSUTuRJQd@@","O=S(=O)(C[C@@H]1CCCNC1)N[C@@H]1CCCc2sccc21"
"decoy_3333","0.257583","0.307776","0.480721","0.599221","0.331222","0.399209","fewp`@DX|@RSKJnlrj{mNIkdhymMSMAHT@D@BDh","O=C1N=C/C(=C/c2cc3ccccc3[nH]2)C(=O)N1CCc1ccccc1"
"decoy_3334","0.445392","0.45446","0.717485","0.659094","0.493069","0.493461","ffsh@@@Pt{rTmrjJjxhhpXekKPPQUPA@Ph`@","C1=NN=C(c2ccccc2)[C@H]1CNC1Nc2ccccc2N1"
"decoy_3335","0.236917","0.333835","0.447328","0.619134","0.3102","0.424895","fmoQ`@O]@arSJvnkZlroQdeU{M[T`ATuSURpp@@","O=C(CCc1ccc2oc(=O)ccc2c1)NCCC1=c2ccccc2=NC1"
